index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-11.827,-54.43226,367.0,0.65,0.73,2019-07-11,1618,N,VIIRS,h,1.0NRT,326.9,836.3,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.43226 -11.827)
1,-11.7492,-54.463809999999995,332.9,0.56,0.51,2019-06-26,1740,N,VIIRS,n,1,282.3,14.1,0.0,,,,2019,6,26,17,40,2019-06-26 17:40:00,Jun,POINT (-54.46381 -11.7492)
2,-11.75868,-54.46201,327.9,0.56,0.51,2019-06-26,1740,N,VIIRS,n,1,287.9,14.0,0.0,,,,2019,6,26,17,40,2019-06-26 17:40:00,Jun,POINT (-54.46201 -11.75868)
3,-11.75207,-54.47945,336.6,0.56,0.51,2019-06-26,1740,N,VIIRS,n,1,291.8,7.8,0.0,,,,2019,6,26,17,40,2019-06-26 17:40:00,Jun,POINT (-54.47945 -11.75207)
4,-11.829080000000001,-54.45074,330.2,0.65,0.73,2019-07-11,1618,N,VIIRS,l,1.0NRT,302.1,94.9,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.45074 -11.82908)
5,-11.83778,-54.453959999999995,336.2,0.65,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,294.8,15.4,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.45396 -11.83778)
6,-11.85378,-54.48562,338.4,0.66,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,280.3,10.2,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.48562 -11.85378)
7,-11.85546,-54.49001,329.0,0.66,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,278.1,12.0,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.49001 -11.85546)
8,-11.85478,-54.483709999999995,327.1,0.66,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,282.4,11.9,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.48370999999999 -11.85478)
9,-11.82978,-54.4569,331.5,0.65,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,296.4,94.9,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.4569 -11.82978)
10,-11.839360000000001,-54.48058,328.9,0.66,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,286.8,13.8,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.48058 -11.83936)
11,-11.83728,-54.4621,332.8,0.65,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,293.4,15.5,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.4621 -11.83728)
12,-11.83658,-54.45596,344.3,0.65,0.73,2019-07-11,1618,N,VIIRS,n,1.0NRT,295.5,57.9,,D,,,2019,7,11,16,18,2019-07-11 16:18:00,Jul,POINT (-54.45596 -11.83658)
