index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-9.40115,-63.26546999999999,367.0,0.43,0.38,2018-10-08,1735,N,VIIRS,h,1,359.1,1201.8,0.0,,,,2018,10,8,17,35,2018-10-08 17:35:00,Oct,POINT (-63.26546999999999 -9.401149999999999)
1,-9.411589999999999,-63.18915,367.0,0.7,0.75,2018-09-08,1837,N,VIIRS,l,1,289.1,52.1,0.0,,,,2018,9,8,18,37,2018-09-08 18:37:00,Sep,POINT (-63.18915 -9.411589999999999)
2,-9.41419,-63.20222,337.3,0.7,0.75,2018-09-08,1837,N,VIIRS,n,1,290.3,23.2,0.0,,,,2018,9,8,18,37,2018-09-08 18:37:00,Sep,POINT (-63.20222 -9.41419)
3,-9.412889999999999,-63.19571,357.5,0.7,0.75,2018-09-08,1837,N,VIIRS,n,1,292.9,52.1,0.0,,,,2018,9,8,18,37,2018-09-08 18:37:00,Sep,POINT (-63.19571 -9.412889999999999)
4,-9.41875,-63.35229,335.6,0.5,0.41,2018-09-10,1800,N,VIIRS,n,1,286.5,8.3,0.0,,,,2018,9,10,18,0,2018-09-10 18:00:00,Sep,POINT (-63.35229 -9.418749999999999)
5,-9.34415,-63.27785,345.8,0.39,0.36,2018-09-11,1741,N,VIIRS,n,1,319.5,36.4,0.0,,,,2018,9,11,17,41,2018-09-11 17:41:00,Sep,POINT (-63.27785 -9.344150000000001)
6,-9.34468,-63.28139,336.8,0.39,0.36,2018-09-11,1741,N,VIIRS,l,1,307.4,5.9,0.0,,,,2018,9,11,17,41,2018-09-11 17:41:00,Sep,POINT (-63.28139 -9.34468)
7,-9.419360000000001,-63.3212,353.2,0.42,0.45,2018-09-12,1722,N,VIIRS,n,1,307.2,43.9,0.0,,,,2018,9,12,17,22,2018-09-12 17:22:00,Sep,POINT (-63.3212 -9.419360000000001)
8,-9.37157,-63.23518000000001,305.7,0.53,0.42,2018-09-14,549,N,VIIRS,n,1,278.2,2.2,0.0,,,,2018,9,14,5,49,2018-09-14 05:49:00,Sep,POINT (-63.23518000000001 -9.37157)
9,-9.44706,-63.32954,308.7,0.39,0.36,2018-09-15,530,N,VIIRS,n,1,288.6,1.1,0.0,,,,2018,9,15,5,30,2018-09-15 05:30:00,Sep,POINT (-63.32954 -9.44706)
10,-9.450389999999999,-63.33008,309.5,0.39,0.36,2018-09-15,530,N,VIIRS,n,1,289.0,1.4,0.0,,,,2018,9,15,5,30,2018-09-15 05:30:00,Sep,POINT (-63.33008 -9.450389999999999)
11,-9.32451,-63.27466999999999,342.2,0.53,0.5,2018-09-20,1812,N,VIIRS,n,1,297.6,6.0,0.0,,,,2018,9,20,18,12,2018-09-20 18:12:00,Sep,POINT (-63.27466999999999 -9.32451)
12,-9.41051,-63.23195,328.5,0.49,0.4,2018-09-21,518,N,VIIRS,n,1,290.3,3.6,0.0,,,,2018,9,21,5,18,2018-09-21 05:18:00,Sep,POINT (-63.23195 -9.41051)
13,-9.315010000000001,-63.28539,334.2,0.43,0.38,2018-09-21,1753,N,VIIRS,n,1,293.5,4.4,0.0,,,,2018,9,21,17,53,2018-09-21 17:53:00,Sep,POINT (-63.28539 -9.315010000000001)
14,-9.31439,-63.28149000000001,337.6,0.43,0.38,2018-09-21,1753,N,VIIRS,n,1,292.2,4.4,0.0,,,,2018,9,21,17,53,2018-09-21 17:53:00,Sep,POINT (-63.28149000000001 -9.31439)
15,-9.340069999999999,-63.24697,351.8,0.34,0.56,2018-09-25,1819,N,VIIRS,n,1,295.0,8.2,0.0,,,,2018,9,25,18,19,2018-09-25 18:19:00,Sep,POINT (-63.24697 -9.340069999999999)
16,-9.37067,-63.23548,367.0,0.34,0.56,2018-09-25,1819,N,VIIRS,h,1,294.6,9.5,0.0,,,,2018,9,25,18,19,2018-09-25 18:19:00,Sep,POINT (-63.23548 -9.37067)
17,-9.446439999999999,-63.33081,347.8,0.33,0.56,2018-09-25,1819,N,VIIRS,n,1,294.3,5.8,0.0,,,,2018,9,25,18,19,2018-09-25 18:19:00,Sep,POINT (-63.33081 -9.446439999999999)
18,-9.36748,-63.23505,322.4,0.42,0.37,2018-09-26,524,N,VIIRS,n,1,292.2,2.0,0.0,,,,2018,9,26,5,24,2018-09-26 05:24:00,Sep,POINT (-63.23505 -9.36748)
