index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-9.019,-58.966,,3.8,1.8,2016-08-24,1658,Aqua,MODIS,100,6.2,,1731.1,0.0,D,400.5,299.1,2016,8,24,16,58,2016-08-24 16:58:00,Aug,POINT (-58.966 -9.019)
1,-9.0322,-59.0453,,1.0,1.0,2016-08-02,1735,Aqua,MODIS,81,6.2,,20.0,0.0,D,328.9,304.0,2016,8,2,17,35,2016-08-02 17:35:00,Aug,POINT (-59.0453 -9.0322)
2,-9.0309,-59.0363,,1.0,1.0,2016-08-02,1735,Aqua,MODIS,96,6.2,,60.8,0.0,D,352.7,307.7,2016,8,2,17,35,2016-08-02 17:35:00,Aug,POINT (-59.0363 -9.030900000000001)
3,-9.0419,-58.9852,,1.3,1.1,2016-08-18,218,Terra,MODIS,60,6.2,,7.4,0.0,N,305.7,294.2,2016,8,18,2,18,2016-08-18 02:18:00,Aug,POINT (-58.9852 -9.0419)
4,-9.0452,-58.9478,,1.0,1.0,2016-08-22,1420,Terra,MODIS,99,6.2,,77.8,0.0,D,358.4,300.0,2016,8,22,14,20,2016-08-22 14:20:00,Aug,POINT (-58.9478 -9.045199999999999)
5,-9.0438,-58.9568,,1.0,1.0,2016-08-22,1420,Terra,MODIS,95,6.2,,53.8,0.0,D,347.9,297.9,2016,8,22,14,20,2016-08-22 14:20:00,Aug,POINT (-58.9568 -9.043799999999999)
6,-9.048,-58.9447,,2.2,1.4,2016-08-22,1710,Aqua,MODIS,70,6.2,,24.3,0.0,D,314.6,296.8,2016,8,22,17,10,2016-08-22 17:10:00,Aug,POINT (-58.9447 -9.048)
7,-9.0507,-58.9647,,2.2,1.4,2016-08-22,1710,Aqua,MODIS,79,6.2,,44.9,0.0,D,322.0,296.8,2016,8,22,17,10,2016-08-22 17:10:00,Aug,POINT (-58.9647 -9.050700000000001)
8,-9.0499,-58.9577,,2.2,1.4,2016-08-22,1710,Aqua,MODIS,82,6.2,,60.6,0.0,D,326.8,297.5,2016,8,22,17,10,2016-08-22 17:10:00,Aug,POINT (-58.9577 -9.049899999999999)
9,-9.0635,-58.8917,,1.6,1.2,2016-08-23,1753,Aqua,MODIS,66,6.2,,17.4,0.0,D,319.0,305.3,2016,8,23,17,53,2016-08-23 17:53:00,Aug,POINT (-58.8917 -9.063499999999999)
10,-9.008,-59.0003,,1.3,1.1,2016-08-24,1408,Terra,MODIS,63,6.2,,9.5,0.0,D,313.8,298.4,2016,8,24,14,8,2016-08-24 14:08:00,Aug,POINT (-59.0003 -9.007999999999999)
11,-9.0621,-58.9918,,3.8,1.8,2016-08-24,1658,Aqua,MODIS,21,6.2,,53.2,0.0,D,317.7,295.9,2016,8,24,16,58,2016-08-24 16:58:00,Aug,POINT (-58.9918 -9.062099999999999)
