index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-11.4233,-55.0197,,1.6,1.2,2017-10-05,1704,Aqua,MODIS,100,6.2,,3179.5,0.0,D,503.1,339.2,2017,10,5,17,4,2017-10-05 17:04:00,Oct,POINT (-55.0197 -11.4233)
1,-11.3803,-55.0743,,1.1,1.0,2017-09-13,223,Terra,MODIS,100,6.2,,22.7,0.0,N,322.5,294.6,2017,9,13,2,23,2017-09-13 02:23:00,Sep,POINT (-55.0743 -11.3803)
2,-11.3817,-55.0841,,1.1,1.0,2017-09-13,223,Terra,MODIS,99,6.2,,19.7,0.0,N,320.0,294.1,2017,9,13,2,23,2017-09-13 02:23:00,Sep,POINT (-55.0841 -11.3817)
3,-11.370999999999999,-55.0758,,1.1,1.0,2017-09-13,223,Terra,MODIS,83,6.2,,11.6,0.0,N,311.5,293.8,2017,9,13,2,23,2017-09-13 02:23:00,Sep,POINT (-55.0758 -11.371)
4,-11.3724,-55.0856,,1.1,1.0,2017-09-13,223,Terra,MODIS,89,6.2,,14.1,0.0,N,314.5,294.0,2017,9,13,2,23,2017-09-13 02:23:00,Sep,POINT (-55.0856 -11.3724)
5,-11.3792,-55.0731,,1.5,1.2,2017-09-13,525,Aqua,MODIS,54,6.2,,10.1,0.0,N,303.3,291.1,2017,9,13,5,25,2017-09-13 05:25:00,Sep,POINT (-55.0731 -11.3792)
6,-11.3668,-55.0885,,1.1,1.0,2017-09-14,1356,Terra,MODIS,77,6.2,,16.9,0.0,D,325.6,306.3,2017,9,14,13,56,2017-09-14 13:56:00,Sep,POINT (-55.0885 -11.3668)
7,-11.3728,-55.0854,,1.1,1.0,2017-09-14,1356,Terra,MODIS,79,6.2,,21.9,0.0,D,328.0,308.0,2017,9,14,13,56,2017-09-14 13:56:00,Sep,POINT (-55.0854 -11.3728)
8,-11.3744,-55.0754,,1.1,1.0,2017-09-14,1356,Terra,MODIS,43,6.2,,8.2,0.0,D,316.1,305.4,2017,9,14,13,56,2017-09-14 13:56:00,Sep,POINT (-55.0754 -11.3744)
9,-11.3662,-55.0805,,3.6,1.8,2017-09-14,1645,Aqua,MODIS,48,6.2,,51.0,0.0,D,318.4,302.5,2017,9,14,16,45,2017-09-14 16:45:00,Sep,POINT (-55.0805 -11.3662)
10,-11.3777,-55.0959,,1.0,1.0,2017-09-15,513,Aqua,MODIS,67,6.2,,8.8,0.0,N,308.5,292.7,2017,9,15,5,13,2017-09-15 05:13:00,Sep,POINT (-55.0959 -11.3777)
11,-11.3651,-55.0821,,3.4,1.7,2017-09-15,1439,Terra,MODIS,66,6.2,,53.7,0.0,D,319.2,302.1,2017,9,15,14,39,2017-09-15 14:39:00,Sep,POINT (-55.0821 -11.3651)
12,-11.3769,-55.0949,,1.1,1.0,2017-09-15,1728,Aqua,MODIS,52,6.2,,14.3,0.0,D,326.8,309.5,2017,9,15,17,28,2017-09-15 17:28:00,Sep,POINT (-55.0949 -11.3769)
13,-11.3491,-55.0402,,1.7,1.3,2017-09-16,1343,Terra,MODIS,42,6.2,,21.7,0.0,D,322.7,307.8,2017,9,16,13,43,2017-09-16 13:43:00,Sep,POINT (-55.0402 -11.3491)
14,-11.3476,-55.0457,,1.9,1.4,2017-09-17,1426,Terra,MODIS,71,6.2,,37.0,0.0,D,325.2,308.1,2017,9,17,14,26,2017-09-17 14:26:00,Sep,POINT (-55.0457 -11.3476)
15,-11.3447,-55.0468,,1.1,1.0,2017-09-17,1716,Aqua,MODIS,75,6.2,,19.5,0.0,D,328.0,313.1,2017,9,17,17,16,2017-09-17 17:16:00,Sep,POINT (-55.0468 -11.3447)
16,-11.3528,-55.049,,1.1,1.0,2017-09-17,1716,Aqua,MODIS,83,6.2,,23.0,0.0,D,335.1,316.2,2017,9,17,17,16,2017-09-17 17:16:00,Sep,POINT (-55.049 -11.3528)
17,-11.3515,-55.0394,,1.1,1.0,2017-09-17,1716,Aqua,MODIS,45,6.2,,15.3,0.0,D,329.7,315.6,2017,9,17,17,16,2017-09-17 17:16:00,Sep,POINT (-55.0394 -11.3515)
18,-11.3461,-55.0564,,1.1,1.0,2017-09-17,1716,Aqua,MODIS,92,6.2,,50.6,0.0,D,346.5,316.0,2017,9,17,17,16,2017-09-17 17:16:00,Sep,POINT (-55.0564 -11.3461)
19,-11.3474,-55.066,,1.1,1.0,2017-09-17,1716,Aqua,MODIS,100,6.2,,90.0,0.0,D,362.8,313.6,2017,9,17,17,16,2017-09-17 17:16:00,Sep,POINT (-55.066 -11.3474)
20,-11.386,-55.1007,,1.7,1.3,2017-09-19,448,Aqua,MODIS,38,6.2,,12.1,0.0,N,301.9,288.5,2017,9,19,4,48,2017-09-19 04:48:00,Sep,POINT (-55.1007 -11.386)
