index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-11.3645,-52.1912,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,2420.1,0.0,D,480.9,331.7,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1912 -11.3645)
1,-11.3517,-52.1351,,1.6,1.2,2019-08-26,1651,Aqua,MODIS,58,6.3,,25.6,0.0,D,330.4,311.6,2019,8,26,16,51,2019-08-26 16:51:00,Aug,POINT (-52.1351 -11.3517)
2,-11.3635,-52.1281,,1.0,1.0,2019-08-31,1710,Aqua,MODIS,95,6.3,,46.8,0.0,D,351.1,314.8,2019,8,31,17,10,2019-08-31 17:10:00,Aug,POINT (-52.1281 -11.3635)
3,-11.3621,-52.119,,1.0,1.0,2019-08-31,1710,Aqua,MODIS,58,6.3,,12.9,0.0,D,333.0,313.6,2019,8,31,17,10,2019-08-31 17:10:00,Aug,POINT (-52.119 -11.3621)
4,-11.3976,-52.2011,,1.1,1.0,2019-09-07,1716,Aqua,MODIS,87,6.3,,31.9,0.0,D,341.6,310.6,2019,9,7,17,16,2019-09-07 17:16:00,Sep,POINT (-52.2011 -11.3976)
5,-11.399000000000001,-52.2107,,1.1,1.0,2019-09-07,1716,Aqua,MODIS,96,6.3,,54.6,0.0,D,352.6,310.3,2019,9,7,17,16,2019-09-07 17:16:00,Sep,POINT (-52.2107 -11.399)
6,-11.3898,-52.2121,,1.1,1.0,2019-09-07,1716,Aqua,MODIS,100,6.3,,75.5,0.0,D,360.5,316.5,2019,9,7,17,16,2019-09-07 17:16:00,Sep,POINT (-52.2121 -11.3898)
7,-11.3884,-52.2025,,1.1,1.0,2019-09-07,1716,Aqua,MODIS,93,6.3,,44.4,0.0,D,347.3,313.4,2019,9,7,17,16,2019-09-07 17:16:00,Sep,POINT (-52.2025 -11.3884)
8,-11.3339,-52.1467,,1.8,1.3,2019-09-11,436,Aqua,MODIS,55,6.3,,29.2,0.0,N,311.3,284.4,2019,9,11,4,36,2019-09-11 04:36:00,Sep,POINT (-52.1467 -11.3339)
9,-11.3313,-52.1626,,1.8,1.3,2019-09-11,436,Aqua,MODIS,33,6.3,,18.5,0.0,N,305.8,291.7,2019,9,11,4,36,2019-09-11 04:36:00,Sep,POINT (-52.1626 -11.3313)
10,-11.3359,-52.1565,,1.1,1.1,2019-09-11,1401,Terra,MODIS,95,6.3,,56.1,0.0,D,351.7,318.5,2019,9,11,14,1,2019-09-11 14:01:00,Sep,POINT (-52.1565 -11.3359)
11,-11.339,-52.1628,,1.1,1.1,2019-09-11,1401,Terra,MODIS,77,6.3,,35.1,0.0,D,341.0,315.4,2019,9,11,14,1,2019-09-11 14:01:00,Sep,POINT (-52.1628 -11.339)
12,-11.3404,-52.1523,,1.2,1.1,2019-09-11,1401,Terra,MODIS,94,6.3,,57.2,0.0,D,350.5,317.3,2019,9,11,14,1,2019-09-11 14:01:00,Sep,POINT (-52.1523 -11.3404)
13,-11.35,-52.1537,,1.2,1.1,2019-09-11,1401,Terra,MODIS,52,6.3,,20.0,0.0,D,332.3,315.8,2019,9,11,14,1,2019-09-11 14:01:00,Sep,POINT (-52.1537 -11.35)
14,-11.3382,-52.1646,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,42,6.3,,30.1,0.0,D,337.5,320.9,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1646 -11.3382)
15,-11.3513,-52.178000000000004,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,523.3,0.0,D,404.5,329.1,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.178 -11.3513)
16,-11.3495,-52.1632,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,95,6.3,,84.8,0.0,D,351.6,321.7,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1632 -11.3495)
17,-11.3476,-52.1484,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,50,6.3,,36.7,0.0,D,339.4,319.9,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1484 -11.3476)
18,-11.3626,-52.1764,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,801.6,0.0,D,422.3,318.0,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1764 -11.3626)
19,-11.3758,-52.1897,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,68,6.3,,26.3,0.0,D,328.8,305.9,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1897 -11.3758)
20,-11.3645,-52.1912,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,2420.1,0.0,D,480.9,331.7,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1912 -11.3645)
21,-11.3664,-52.206,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,318.7,0.0,D,384.0,310.0,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.206 -11.3664)
22,-11.3532,-52.1926,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,2563.7,0.0,D,484.7,400.1,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1926 -11.3532)
23,-11.355,-52.2074,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,1134.7,0.0,D,438.1,322.4,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.2074 -11.355)
24,-11.34,-52.1793,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,194.1,0.0,D,371.0,320.3,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1793 -11.34)
25,-11.3419,-52.1941,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,347.3,0.0,D,388.4,319.6,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1941 -11.3419)
26,-11.3408,-52.1858,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,100,6.3,,274.7,0.0,D,381.6,322.3,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.1858 -11.3408)
27,-11.3427,-52.2006,,1.6,1.3,2019-09-11,1651,Aqua,MODIS,83,6.3,,70.9,0.0,D,347.1,317.6,2019,9,11,16,51,2019-09-11 16:51:00,Sep,POINT (-52.2006 -11.3427)
28,-11.3636,-52.2266,,1.2,1.1,2019-09-12,216,Terra,MODIS,77,6.3,,16.7,0.0,N,316.4,294.8,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.2266 -11.3636)
29,-11.3631,-52.233000000000004,,1.2,1.1,2019-09-12,216,Terra,MODIS,87,6.3,,16.7,0.0,N,316.9,295.0,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.233 -11.3631)
30,-11.3533,-52.2346,,1.2,1.1,2019-09-12,216,Terra,MODIS,46,6.3,,10.4,0.0,N,310.3,293.9,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.2346 -11.3533)
31,-11.3549,-52.1708,,1.2,1.1,2019-09-12,216,Terra,MODIS,47,6.3,,15.6,0.0,N,316.0,292.4,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.1708 -11.3549)
32,-11.3531,-52.1661,,1.2,1.1,2019-09-12,216,Terra,MODIS,45,6.3,,10.9,0.0,N,310.2,292.5,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.1661 -11.3531)
33,-11.3548,-52.1773,,1.2,1.1,2019-09-12,216,Terra,MODIS,16,6.3,,8.0,0.0,N,307.9,292.1,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.1773 -11.3548)
34,-11.3764,-52.178999999999995,,1.2,1.1,2019-09-12,216,Terra,MODIS,100,6.3,,34.3,0.0,N,328.6,297.2,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.17899999999999 -11.3764)
35,-11.3781,-52.19,,1.2,1.1,2019-09-12,216,Terra,MODIS,100,6.3,,26.9,0.0,N,324.3,295.4,2019,9,12,2,16,2019-09-12 02:16:00,Sep,POINT (-52.19 -11.3781)
36,-11.3544,-52.2206,,1.8,1.3,2019-09-12,519,Aqua,MODIS,48,6.3,,14.1,0.0,N,304.7,292.1,2019,9,12,5,19,2019-09-12 05:19:00,Sep,POINT (-52.2206 -11.3544)
37,-11.3774,-52.1792,,1.9,1.3,2019-09-12,519,Aqua,MODIS,8,6.3,,11.4,0.0,N,302.6,291.4,2019,9,12,5,19,2019-09-12 05:19:00,Sep,POINT (-52.1792 -11.3774)
38,-11.3729,-52.1716,,1.9,1.3,2019-09-12,519,Aqua,MODIS,44,6.3,,15.8,0.0,N,305.5,292.4,2019,9,12,5,19,2019-09-12 05:19:00,Sep,POINT (-52.1716 -11.3729)
39,-11.375,-52.192,,1.3,1.1,2019-10-04,1655,Aqua,MODIS,69,6.0NRT,,26.9,,D,333.5,304.1,2019,10,4,16,55,2019-10-04 16:55:00,Oct,POINT (-52.192 -11.375)
40,-11.377,-52.203,,1.3,1.1,2019-10-04,1655,Aqua,MODIS,52,6.0NRT,,18.2,,D,329.4,304.6,2019,10,4,16,55,2019-10-04 16:55:00,Oct,POINT (-52.203 -11.377)
41,-11.402000000000001,-52.203,,1.1,1.0,2019-10-09,1715,Aqua,MODIS,46,6.0NRT,,7.2,,D,319.7,300.5,2019,10,9,17,15,2019-10-09 17:15:00,Oct,POINT (-52.203 -11.402)
42,-11.392000000000001,-52.195,,1.1,1.0,2019-10-09,1715,Aqua,MODIS,92,6.0NRT,,41.0,,D,343.7,299.0,2019,10,9,17,15,2019-10-09 17:15:00,Oct,POINT (-52.195 -11.392)
43,-11.392999999999999,-52.205,,1.1,1.0,2019-10-09,1715,Aqua,MODIS,86,6.0NRT,,23.3,,D,333.4,299.0,2019,10,9,17,15,2019-10-09 17:15:00,Oct,POINT (-52.205 -11.393)
