index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-3.3571699999999995,-50.55395,367.0,0.52,0.41,2016-11-01,1633,N,VIIRS,h,1,333.3,1100.7,0.0,,,,2016,11,1,16,33,2016-11-01 16:33:00,Nov,POINT (-50.55395 -3.35717)
1,-3.2880000000000003,-50.60693,308.3,0.38,0.36,2016-10-08,444,N,VIIRS,n,1,292.5,2.5,0.0,,,,2016,10,8,4,44,2016-10-08 04:44:00,Oct,POINT (-50.60693 -3.288)
2,-3.29186,-50.60399,318.8,0.38,0.36,2016-10-08,444,N,VIIRS,n,1,292.7,1.0,0.0,,,,2016,10,8,4,44,2016-10-08 04:44:00,Oct,POINT (-50.60399 -3.29186)
3,-3.2907699999999998,-50.6109,310.1,0.38,0.36,2016-10-08,444,N,VIIRS,n,1,292.2,2.5,0.0,,,,2016,10,8,4,44,2016-10-08 04:44:00,Oct,POINT (-50.6109 -3.29077)
4,-3.2885400000000002,-50.60347,309.4,0.38,0.36,2016-10-08,444,N,VIIRS,n,1,292.2,1.0,0.0,,,,2016,10,8,4,44,2016-10-08 04:44:00,Oct,POINT (-50.60347 -3.28854)
5,-3.29132,-50.607440000000004,347.0,0.38,0.36,2016-10-08,444,N,VIIRS,n,1,293.8,2.5,0.0,,,,2016,10,8,4,44,2016-10-08 04:44:00,Oct,POINT (-50.60744 -3.29132)
6,-3.34626,-50.49568,336.6,0.38,0.36,2016-10-08,444,N,VIIRS,n,1,293.2,3.7,0.0,,,,2016,10,8,4,44,2016-10-08 04:44:00,Oct,POINT (-50.49568 -3.34626)
7,-3.2900699999999996,-50.60812,338.6,0.33,0.56,2016-10-08,1723,N,VIIRS,n,1,293.5,3.4,0.0,,,,2016,10,8,17,23,2016-10-08 17:23:00,Oct,POINT (-50.60812 -3.29007)
8,-3.2937300000000005,-50.598079999999996,334.5,0.33,0.56,2016-10-08,1723,N,VIIRS,n,1,293.3,5.6,0.0,,,,2016,10,8,17,23,2016-10-08 17:23:00,Oct,POINT (-50.59808 -3.29373)
9,-3.30842,-50.58984,303.6,0.39,0.44,2016-10-09,425,N,VIIRS,n,1,255.4,0.2,0.0,,,,2016,10,9,4,25,2016-10-09 04:25:00,Oct,POINT (-50.58984 -3.30842)
10,-3.3124599999999997,-50.590509999999995,295.1,0.39,0.44,2016-10-09,425,N,VIIRS,n,1,250.7,0.9,0.0,,,,2016,10,9,4,25,2016-10-09 04:25:00,Oct,POINT (-50.59050999999999 -3.31246)
11,-3.3089999999999997,-50.58632,295.4,0.39,0.44,2016-10-09,425,N,VIIRS,n,1,254.1,0.2,0.0,,,,2016,10,9,4,25,2016-10-09 04:25:00,Oct,POINT (-50.58632 -3.309)
12,-3.34882,-50.49497,316.0,0.39,0.44,2016-10-09,425,N,VIIRS,n,1,273.6,2.0,0.0,,,,2016,10,9,4,25,2016-10-09 04:25:00,Oct,POINT (-50.49497 -3.34882)
13,-3.34825,-50.498490000000004,319.2,0.39,0.44,2016-10-09,425,N,VIIRS,n,1,273.5,3.0,0.0,,,,2016,10,9,4,25,2016-10-09 04:25:00,Oct,POINT (-50.49849 -3.34825)
14,-3.35227,-50.49915,316.5,0.39,0.44,2016-10-09,425,N,VIIRS,n,1,273.7,2.1,0.0,,,,2016,10,9,4,25,2016-10-09 04:25:00,Oct,POINT (-50.49915 -3.35227)
15,-3.35284,-50.49563,306.5,0.39,0.44,2016-10-09,425,N,VIIRS,n,1,274.0,1.3,0.0,,,,2016,10,9,4,25,2016-10-09 04:25:00,Oct,POINT (-50.49563 -3.35284)
