index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-6.9074800000000005,-59.30284,367.0,0.52,0.41,2015-08-09,1714,N,VIIRS,h,1,341.9,807.0,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.30284 -6.907480000000001)
1,-6.86975,-59.22676,355.7,0.43,0.38,2015-07-29,1720,N,VIIRS,n,1,308.4,17.6,0.0,,,,2015,7,29,17,20,2015-07-29 17:20:00,Jul,POINT (-59.22676 -6.86975)
2,-6.87383,-59.23016,353.3,0.43,0.38,2015-07-29,1720,N,VIIRS,n,1,304.2,40.3,0.0,,,,2015,7,29,17,20,2015-07-29 17:20:00,Jul,POINT (-59.23016 -6.87383)
3,-6.86918,-59.22286999999999,335.3,0.43,0.38,2015-07-29,1720,N,VIIRS,n,1,294.9,6.7,0.0,,,,2015,7,29,17,20,2015-07-29 17:20:00,Jul,POINT (-59.22286999999999 -6.86918)
4,-6.877339999999999,-59.229659999999996,367.0,0.43,0.38,2015-07-29,1720,N,VIIRS,l,1,326.7,40.3,0.0,,,,2015,7,29,17,20,2015-07-29 17:20:00,Jul,POINT (-59.22966 -6.877339999999999)
5,-6.876760000000001,-59.22575,339.6,0.43,0.38,2015-07-29,1720,N,VIIRS,n,1,294.9,40.3,0.0,,,,2015,7,29,17,20,2015-07-29 17:20:00,Jul,POINT (-59.22575 -6.876760000000001)
6,-6.8703199999999995,-59.23066,329.9,0.43,0.38,2015-07-29,1720,N,VIIRS,n,1,297.9,17.6,0.0,,,,2015,7,29,17,20,2015-07-29 17:20:00,Jul,POINT (-59.23066 -6.87032)
7,-6.87326,-59.226259999999996,367.0,0.43,0.38,2015-07-29,1720,N,VIIRS,h,1,308.1,40.3,0.0,,,,2015,7,29,17,20,2015-07-29 17:20:00,Jul,POINT (-59.22626 -6.87326)
8,-6.88405,-59.28641,353.9,0.33,0.56,2015-08-01,1804,N,VIIRS,n,1,306.3,44.2,0.0,,,,2015,8,1,18,4,2015-08-01 18:04:00,Aug,POINT (-59.28641 -6.88405)
9,-6.88352,-59.283359999999995,367.0,0.33,0.56,2015-08-01,1804,N,VIIRS,h,1,303.1,44.2,0.0,,,,2015,8,1,18,4,2015-08-01 18:04:00,Aug,POINT (-59.28335999999999 -6.88352)
10,-6.8845899999999975,-59.28946,351.3,0.33,0.56,2015-08-01,1804,N,VIIRS,n,1,304.8,22.2,0.0,,,,2015,8,1,18,4,2015-08-01 18:04:00,Aug,POINT (-59.28946 -6.884589999999999)
11,-6.88512,-59.2925,367.0,0.33,0.56,2015-08-01,1804,N,VIIRS,h,1,300.7,22.2,0.0,,,,2015,8,1,18,4,2015-08-01 18:04:00,Aug,POINT (-59.2925 -6.88512)
12,-6.87838,-59.28423000000001,367.0,0.33,0.56,2015-08-01,1804,N,VIIRS,h,1,297.6,10.7,0.0,,,,2015,8,1,18,4,2015-08-01 18:04:00,Aug,POINT (-59.28423000000001 -6.87838)
13,-6.87785,-59.281209999999994,367.0,0.34,0.56,2015-08-01,1804,N,VIIRS,h,1,299.3,13.2,0.0,,,,2015,8,1,18,4,2015-08-01 18:04:00,Aug,POINT (-59.28120999999999 -6.87785)
14,-6.8794699999999995,-59.281169999999996,304.0,0.47,0.4,2015-08-02,508,N,VIIRS,n,1,293.9,1.5,0.0,,,,2015,8,2,5,8,2015-08-02 05:08:00,Aug,POINT (-59.28117 -6.87947)
15,-6.88536,-59.29099,308.1,0.47,0.4,2015-08-02,508,N,VIIRS,n,1,293.2,1.6,0.0,,,,2015,8,2,5,8,2015-08-02 05:08:00,Aug,POINT (-59.29099 -6.88536)
16,-6.88241,-59.2861,314.0,0.47,0.4,2015-08-02,508,N,VIIRS,n,1,293.7,1.7,0.0,,,,2015,8,2,5,8,2015-08-02 05:08:00,Aug,POINT (-59.2861 -6.88241)
17,-6.93642,-59.29841,335.1,0.43,0.62,2015-08-06,1810,N,VIIRS,n,1,293.2,3.1,0.0,,,,2015,8,6,18,10,2015-08-06 18:10:00,Aug,POINT (-59.29841 -6.93642)
18,-6.88397,-59.221759999999996,344.7,0.42,0.45,2015-08-07,1751,N,VIIRS,n,1,299.3,166.1,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.22176 -6.88397)
19,-6.87918,-59.21861,354.6,0.42,0.45,2015-08-07,1751,N,VIIRS,n,1,307.1,132.3,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.21861 -6.87918)
20,-6.97618,-59.35997,331.4,0.41,0.45,2015-08-07,1751,N,VIIRS,n,1,297.2,6.2,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.35997 -6.97618)
21,-6.88144,-59.284530000000004,342.5,0.41,0.45,2015-08-07,1751,N,VIIRS,n,1,301.9,6.3,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.28453 -6.88144)
22,-6.88205,-59.28825,346.2,0.41,0.45,2015-08-07,1751,N,VIIRS,n,1,301.4,7.7,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.28825 -6.88205)
23,-6.88267,-59.292,340.0,0.41,0.45,2015-08-07,1751,N,VIIRS,n,1,298.4,7.7,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.292 -6.88267)
24,-6.97969,-59.35566,367.0,0.41,0.45,2015-08-07,1751,N,VIIRS,l,1,325.2,249.8,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.35566 -6.97969)
25,-6.975569999999999,-59.3563,343.4,0.41,0.45,2015-08-07,1751,N,VIIRS,n,1,299.5,6.2,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.3563 -6.975569999999999)
26,-6.88559,-59.28385,340.1,0.41,0.45,2015-08-07,1751,N,VIIRS,n,1,298.8,7.0,0.0,,,,2015,8,7,17,51,2015-08-07 17:51:00,Aug,POINT (-59.28385 -6.88559)
27,-6.88278,-59.22335,311.6,0.48,0.48,2015-08-08,455,N,VIIRS,n,1,293.8,2.3,0.0,,,,2015,8,8,4,55,2015-08-08 04:55:00,Aug,POINT (-59.22335 -6.88278)
28,-6.87908,-59.218180000000004,323.1,0.48,0.48,2015-08-08,455,N,VIIRS,n,1,294.6,5.8,0.0,,,,2015,8,8,4,55,2015-08-08 04:55:00,Aug,POINT (-59.21818 -6.87908)
29,-6.9724,-59.359880000000004,310.6,0.49,0.49,2015-08-08,455,N,VIIRS,n,1,292.9,1.1,0.0,,,,2015,8,8,4,55,2015-08-08 04:55:00,Aug,POINT (-59.35988 -6.9724)
30,-6.8783199999999995,-59.22263,348.1,0.48,0.48,2015-08-08,455,N,VIIRS,n,1,295.8,5.8,0.0,,,,2015,8,8,4,55,2015-08-08 04:55:00,Aug,POINT (-59.22263 -6.87832)
31,-6.88353,-59.2189,318.5,0.48,0.48,2015-08-08,455,N,VIIRS,n,1,294.2,2.3,0.0,,,,2015,8,8,4,55,2015-08-08 04:55:00,Aug,POINT (-59.2189 -6.88353)
32,-6.97766,-59.35611,315.1,0.49,0.49,2015-08-08,455,N,VIIRS,n,1,293.1,3.2,0.0,,,,2015,8,8,4,55,2015-08-08 04:55:00,Aug,POINT (-59.35611 -6.97766)
33,-6.920939999999999,-59.32269,333.7,0.39,0.36,2015-08-08,1732,N,VIIRS,l,1,304.3,11.8,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.32269 -6.920939999999999)
34,-6.921469999999999,-59.32618000000001,347.1,0.39,0.36,2015-08-08,1732,N,VIIRS,n,1,309.2,11.8,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.32618000000001 -6.921469999999999)
35,-6.881589999999999,-59.220969999999994,345.7,0.39,0.36,2015-08-08,1732,N,VIIRS,n,1,312.2,13.3,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.22096999999999 -6.881589999999999)
36,-6.88599,-59.22749,333.9,0.39,0.36,2015-08-08,1732,N,VIIRS,l,1,304.3,4.5,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.22749 -6.88599)
37,-6.97616,-59.35697,343.0,0.39,0.36,2015-08-08,1732,N,VIIRS,n,1,308.5,3.8,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.35697 -6.97616)
38,-6.88105,-59.21745,348.7,0.39,0.36,2015-08-08,1732,N,VIIRS,n,1,313.8,4.5,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.21745 -6.88105)
39,-6.87825,-59.22147,347.7,0.39,0.36,2015-08-08,1732,N,VIIRS,n,1,317.1,20.3,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.22147 -6.87825)
40,-6.87878,-59.22496999999999,334.8,0.39,0.36,2015-08-08,1732,N,VIIRS,l,1,307.0,20.3,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.22496999999999 -6.87878)
41,-6.88439,-59.21695,336.0,0.39,0.36,2015-08-08,1732,N,VIIRS,l,1,309.1,4.5,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.21695 -6.88439)
42,-6.9794899999999975,-59.35646,338.2,0.39,0.36,2015-08-08,1732,N,VIIRS,n,1,308.9,3.8,0.0,,,,2015,8,8,17,32,2015-08-08 17:32:00,Aug,POINT (-59.35646 -6.979489999999999)
43,-6.9119800000000025,-59.30704,367.0,0.52,0.41,2015-08-09,1714,N,VIIRS,h,1,291.5,13.8,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.30704 -6.911980000000001)
44,-6.91016,-59.321690000000004,340.0,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,289.3,8.6,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.32169 -6.91016)
45,-6.8803199999999975,-59.221090000000004,333.9,0.51,0.41,2015-08-09,1714,N,VIIRS,n,1,303.3,9.5,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.22109 -6.880319999999999)
46,-6.9043100000000015,-59.30806,316.8,0.52,0.41,2015-08-09,1714,N,VIIRS,l,1,317.2,110.2,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.30806 -6.904310000000001)
47,-6.89533,-59.29968,351.2,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,294.1,23.8,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29968 -6.89533)
48,-6.894660000000001,-59.29499000000001,331.5,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,295.5,6.4,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29499000000001 -6.894660000000001)
49,-6.90049,-59.308580000000006,328.6,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,296.4,6.3,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.30858000000001 -6.90049)
50,-6.90298,-59.29861,367.0,0.52,0.41,2015-08-09,1714,N,VIIRS,h,1,352.3,807.0,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29861 -6.90298)
51,-6.902310000000001,-59.29394,333.7,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,296.9,21.5,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29394 -6.902310000000001)
52,-6.89915,-59.29915,356.9,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,296.6,23.8,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29915 -6.89915)
53,-6.9158,-59.30648000000001,345.6,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,291.2,13.8,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.30648000000001 -6.9158)
54,-6.9068,-59.29812,367.0,0.52,0.41,2015-08-09,1714,N,VIIRS,h,1,357.9,807.0,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29812 -6.9068)
55,-6.9074800000000005,-59.30284,367.0,0.52,0.41,2015-08-09,1714,N,VIIRS,h,1,341.9,807.0,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.30284 -6.907480000000001)
56,-6.908810000000001,-59.31225,332.1,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,295.7,110.2,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.31225 -6.908810000000001)
57,-6.90365,-59.30334000000001,367.0,0.52,0.41,2015-08-09,1714,N,VIIRS,h,1,351.6,807.0,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.30334000000001 -6.90365)
58,-6.90614,-59.29342,331.7,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,296.9,21.5,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29342 -6.90614)
59,-6.9131100000000005,-59.28767,331.7,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,293.4,5.8,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.28767 -6.913110000000001)
60,-6.914460000000001,-59.29708,356.5,0.52,0.41,2015-08-09,1714,N,VIIRS,n,1,290.3,55.4,0.0,,,,2015,8,9,17,14,2015-08-09 17:14:00,Aug,POINT (-59.29708 -6.914460000000001)
