index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,brightness,bright_t31,year,month,day,hour,minute,datetime,month_name,geometry
0,-9.2645,-59.0434,,3.9,1.8,2016-09-09,1658,Aqua,MODIS,100,6.2,,2172.4,0.0,D,409.2,298.7,2016,9,9,16,58,2016-09-09 16:58:00,Sep,POINT (-59.0434 -9.2645)
1,-9.2359,-58.9937,,2.0,1.4,2016-08-14,1759,Aqua,MODIS,61,6.2,,23.0,0.0,D,318.2,298.6,2016,8,14,17,59,2016-08-14 17:59:00,Aug,POINT (-58.9937 -9.235900000000001)
2,-9.2404,-59.0061,,2.0,1.4,2016-08-14,1759,Aqua,MODIS,43,6.2,,19.5,0.0,D,317.0,298.1,2016,8,14,17,59,2016-08-14 17:59:00,Aug,POINT (-59.0061 -9.240399999999999)
3,-9.2374,-58.9882,,2.0,1.4,2016-08-14,1759,Aqua,MODIS,51,6.2,,20.7,0.0,D,317.7,298.4,2016,8,14,17,59,2016-08-14 17:59:00,Aug,POINT (-58.9882 -9.237399999999999)
4,-9.3037,-59.1094,,1.5,1.2,2016-08-23,1753,Aqua,MODIS,69,6.2,,18.3,0.0,D,321.0,301.5,2016,8,23,17,53,2016-08-23 17:53:00,Aug,POINT (-59.1094 -9.303699999999999)
5,-9.3145,-59.1077,,1.5,1.2,2016-08-23,1753,Aqua,MODIS,80,6.2,,29.5,0.0,D,327.6,303.7,2016,8,23,17,53,2016-08-23 17:53:00,Aug,POINT (-59.1077 -9.314500000000001)
6,-9.3074,-59.1085,,1.3,1.1,2016-08-24,1408,Terra,MODIS,45,6.2,,8.8,0.0,D,314.8,300.4,2016,8,24,14,8,2016-08-24 14:08:00,Aug,POINT (-59.1085 -9.307399999999999)
7,-9.2353,-58.9821,,1.3,1.1,2016-08-24,1408,Terra,MODIS,72,6.2,,13.4,0.0,D,319.9,299.9,2016,8,24,14,8,2016-08-24 14:08:00,Aug,POINT (-58.9821 -9.235300000000001)
8,-9.2473,-59.0278,,3.9,1.8,2016-08-24,1658,Aqua,MODIS,54,6.2,,32.3,0.0,D,312.8,295.8,2016,8,24,16,58,2016-08-24 16:58:00,Aug,POINT (-59.0278 -9.247299999999999)
9,-9.2487,-59.019,,2.7,1.6,2016-08-25,1450,Terra,MODIS,64,6.2,,23.5,0.0,D,313.9,296.0,2016,8,25,14,50,2016-08-25 14:50:00,Aug,POINT (-59.019 -9.248699999999999)
10,-9.2531,-59.0249,,2.7,1.6,2016-08-25,1450,Terra,MODIS,43,6.2,,16.5,0.0,D,311.4,296.0,2016,8,25,14,50,2016-08-25 14:50:00,Aug,POINT (-59.0249 -9.2531)
11,-9.2701,-58.9767,,1.0,1.0,2016-08-25,1741,Aqua,MODIS,85,6.2,,27.1,0.0,D,333.8,298.3,2016,8,25,17,41,2016-08-25 17:41:00,Aug,POINT (-58.9767 -9.270099999999999)
12,-9.2498,-59.0248,,1.0,1.0,2016-08-25,1741,Aqua,MODIS,88,6.2,,33.2,0.0,D,337.8,299.0,2016,8,25,17,41,2016-08-25 17:41:00,Aug,POINT (-59.0248 -9.2498)
13,-9.2393,-59.0168,,1.0,1.0,2016-08-25,1741,Aqua,MODIS,48,6.2,,10.8,0.0,D,322.2,298.7,2016,8,25,17,41,2016-08-25 17:41:00,Aug,POINT (-59.0168 -9.2393)
14,-9.2407,-59.0262,,1.0,1.0,2016-08-25,1741,Aqua,MODIS,75,6.2,,17.7,0.0,D,327.7,299.3,2016,8,25,17,41,2016-08-25 17:41:00,Aug,POINT (-59.0262 -9.2407)
15,-9.2714,-58.9861,,1.0,1.0,2016-08-25,1741,Aqua,MODIS,81,6.2,,28.8,0.0,D,334.8,299.1,2016,8,25,17,41,2016-08-25 17:41:00,Aug,POINT (-58.9861 -9.2714)
16,-9.3127,-58.9694,,3.5,1.8,2016-08-28,1812,Aqua,MODIS,61,6.2,,32.1,0.0,D,314.4,292.9,2016,8,28,18,12,2016-08-28 18:12:00,Aug,POINT (-58.9694 -9.3127)
17,-9.3057,-58.9659,,3.5,1.8,2016-08-28,1812,Aqua,MODIS,57,6.2,,26.0,0.0,D,313.0,292.2,2016,8,28,18,12,2016-08-28 18:12:00,Aug,POINT (-58.9659 -9.3057)
18,-9.3104,-58.9791,,2.9,1.6,2016-08-29,200,Terra,MODIS,27,6.2,,22.1,0.0,N,304.4,289.7,2016,8,29,2,0,2016-08-29 02:00:00,Aug,POINT (-58.9791 -9.3104)
19,-9.3113,-58.9739,,2.9,1.6,2016-08-29,200,Terra,MODIS,71,6.2,,32.5,0.0,N,307.3,289.6,2016,8,29,2,0,2016-08-29 02:00:00,Aug,POINT (-58.9739 -9.311299999999999)
20,-9.3085,-58.9692,,1.1,1.0,2016-08-29,1426,Terra,MODIS,80,6.2,,17.1,0.0,D,326.8,299.2,2016,8,29,14,26,2016-08-29 14:26:00,Aug,POINT (-58.9692 -9.3085)
21,-9.2808,-58.978,,1.7,1.3,2016-08-29,1717,Aqua,MODIS,67,6.2,,24.4,0.0,D,322.5,297.9,2016,8,29,17,17,2016-08-29 17:17:00,Aug,POINT (-58.978 -9.280799999999999)
22,-9.2351,-58.9844,,1.7,1.3,2016-08-29,1717,Aqua,MODIS,88,6.2,,81.4,0.0,D,340.6,295.8,2016,8,29,17,17,2016-08-29 17:17:00,Aug,POINT (-58.9844 -9.235099999999999)
