latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,month_name
3.2684,-61.4267,500.0,1.4,1.2,2001-03-16,1503,Terra,MODIS,94,6.2,321.8,2729.2,D,0.0,2001,3,Mar
-12.2976,-55.433,464.6,1.5,1.2,2001-06-11,244,Terra,MODIS,100,6.2,315.7,1648.8,N,0.0,2001,6,Jun
-6.4006,-51.8482,500.0,1.0,1.0,2001-08-01,1402,Terra,MODIS,100,6.2,347.2,1603.0,D,0.0,2001,8,Aug
-21.6719,-57.7774,463.0,1.7,1.3,2001-08-03,1354,Terra,MODIS,100,6.2,333.0,1896.5,D,0.0,2001,8,Aug
-20.1472,-52.7657,448.1,2.2,1.4,2001-08-07,1329,Terra,MODIS,100,6.2,318.2,2139.9,D,0.0,2001,8,Aug
-12.859000000000002,-55.4184,389.9,4.5,2.0,2001-08-09,1452,Terra,MODIS,100,6.2,299.6,1662.4,D,2.0,2001,8,Aug
-12.864,-55.3823,436.5,4.5,2.0,2001-08-09,1452,Terra,MODIS,100,6.2,300.4,4818.8,D,0.0,2001,8,Aug
-12.8635,-55.3771,429.4,4.5,2.0,2001-08-09,1452,Terra,MODIS,100,6.2,299.3,4191.8,D,0.0,2001,8,Aug
-17.2899,-56.4336,478.7,1.3,1.1,2001-08-10,1359,Terra,MODIS,100,6.2,334.1,1692.9,D,0.0,2001,8,Aug
-14.5826,-52.2481,445.4,2.0,1.4,2001-08-14,1333,Terra,MODIS,100,6.2,312.2,1761.6,D,0.0,2001,8,Aug
-12.2436,-55.2103,403.0,3.6,1.8,2001-08-15,147,Terra,MODIS,100,6.2,297.2,1767.0,N,0.0,2001,8,Aug
-15.4745,-53.9746,385.0,4.8,2.0,2001-08-18,1447,Terra,MODIS,100,6.2,305.1,1583.9,D,0.0,2001,8,Aug
-11.572000000000001,-44.6898,445.9,2.3,1.5,2001-08-27,1301,Terra,MODIS,100,6.2,321.3,2242.2,D,0.0,2001,8,Aug
-11.573,-44.7049,442.8,2.3,1.5,2001-08-27,1301,Terra,MODIS,100,6.2,312.2,2129.4,D,0.0,2001,8,Aug
-17.0838,-53.8806,396.6,4.0,1.9,2001-09-01,1321,Terra,MODIS,100,6.2,305.2,1683.1,D,0.0,2001,9,Sep
-17.0881,-53.8871,401.5,4.0,1.9,2001-09-01,1321,Terra,MODIS,100,6.2,305.8,1904.6,D,0.0,2001,9,Sep
-11.954,-62.8138,475.1,1.5,1.2,2001-09-01,1458,Terra,MODIS,75,6.2,302.0,2044.8,D,0.0,2001,9,Sep
-12.8101,-58.0209,392.8,4.7,2.0,2001-09-07,152,Terra,MODIS,100,6.2,297.4,1986.5,N,0.0,2001,9,Sep
-12.8115,-58.0278,399.9,4.7,2.0,2001-09-07,152,Terra,MODIS,100,6.2,298.4,2355.1,N,0.0,2001,9,Sep
-13.2394,-51.3142,447.6,2.3,1.5,2001-09-07,1421,Terra,MODIS,100,6.2,317.1,2307.5,D,0.0,2001,9,Sep
-13.2349,-51.3203,439.1,2.3,1.5,2001-09-07,1421,Terra,MODIS,100,6.2,318.2,1968.5,D,0.0,2001,9,Sep
-11.3738,-44.6658,500.0,1.0,1.0,2001-09-08,1325,Terra,MODIS,100,6.2,333.2,1629.3,D,0.0,2001,9,Sep
-14.7215,-47.8961,467.8,1.5,1.2,2001-09-11,1356,Terra,MODIS,87,6.2,316.8,1782.1,D,0.0,2001,9,Sep
-11.3057,-44.7753,500.0,1.0,1.0,2001-10-01,1330,Terra,MODIS,100,6.2,349.7,1612.3,D,0.0,2001,10,Oct
-13.4224,-53.5954,426.9,2.7,1.6,2001-10-01,1331,Terra,MODIS,100,6.2,301.1,1916.1,D,0.0,2001,10,Oct
-13.4177,-53.6208,427.7,2.7,1.6,2001-10-01,1331,Terra,MODIS,75,6.2,294.2,1958.6,D,0.0,2001,10,Oct
-13.4147,-53.613,464.4,2.7,1.6,2001-10-01,1331,Terra,MODIS,87,6.2,302.6,3908.4,D,0.0,2001,10,Oct
-11.4247,-44.1554,452.2,3.4,1.7,2001-10-04,1400,Terra,MODIS,100,6.2,312.1,4373.9,D,0.0,2001,10,Oct
-11.4151,-44.1469,420.4,3.4,1.7,2001-10-04,1400,Terra,MODIS,100,6.2,312.7,2303.2,D,0.0,2001,10,Oct
-14.1458,-43.5447,453.3,4.2,1.9,2001-10-04,1401,Terra,MODIS,100,6.2,319.2,5875.8,D,0.0,2001,10,Oct
-14.1428,-43.5374,462.7,4.2,1.9,2001-10-04,1401,Terra,MODIS,100,6.2,321.7,6955.9,D,0.0,2001,10,Oct
-14.1496,-43.5059,412.2,4.2,1.9,2001-10-04,1401,Terra,MODIS,100,6.2,308.6,2566.7,D,0.0,2001,10,Oct
-10.7828,-58.9938,468.2,1.6,1.3,2001-10-05,1444,Terra,MODIS,94,6.2,305.4,2016.2,D,0.0,2001,10,Oct
-13.3396,-56.9921,433.7,2.3,1.5,2001-10-07,204,Terra,MODIS,100,6.2,283.0,1762.7,N,0.0,2001,10,Oct
-13.3434,-56.9982,435.7,2.3,1.5,2001-10-07,204,Terra,MODIS,100,6.2,281.6,1836.2,N,0.0,2001,10,Oct
-3.6564,-42.7067,413.4,3.5,1.8,2001-10-20,1358,Terra,MODIS,87,6.2,303.1,2024.5,D,0.0,2001,10,Oct
-13.2384,-53.4895,473.0,1.6,1.2,2001-10-25,1419,Terra,MODIS,100,6.2,318.1,2089.7,D,0.0,2001,10,Oct
-2.8783,-54.565,400.6,3.6,1.8,2001-10-28,1447,Terra,MODIS,75,6.2,283.9,1621.6,D,0.0,2001,10,Oct
-3.4089,-48.5084,445.1,2.9,1.6,2001-11-04,1315,Terra,MODIS,75,6.2,295.8,3043.9,D,0.0,2001,11,Nov
-19.186,-45.3283,444.8,2.5,1.5,2001-11-08,1254,Terra,MODIS,100,6.2,302.9,2386.8,D,0.0,2001,11,Nov
-3.6414,-47.9482,500.0,2.0,1.4,2001-11-11,1321,Terra,MODIS,100,6.2,334.8,4307.0,D,0.0,2001,11,Nov
-3.6361,-47.9588,500.0,2.0,1.4,2001-11-11,1321,Terra,MODIS,100,6.2,337.9,4327.8,D,0.0,2001,11,Nov
-3.6484,-47.9607,500.0,2.0,1.4,2001-11-11,1321,Terra,MODIS,100,6.2,308.5,4324.2,D,0.0,2001,11,Nov
-3.6386,-47.966,500.0,2.0,1.4,2001-11-11,1321,Terra,MODIS,100,6.2,318.7,4336.2,D,0.0,2001,11,Nov
-3.5572,-41.9686,500.0,1.1,1.0,2001-11-18,1326,Terra,MODIS,100,6.2,326.8,1785.5,D,0.0,2001,11,Nov
-11.9326,-55.2082,500.0,1.2,1.1,2002-06-06,1415,Terra,MODIS,100,6.2,329.2,2092.3,D,0.0,2002,6,Jun
-11.5905,-56.0126,411.5,3.8,1.8,2002-06-25,1446,Terra,MODIS,100,6.2,296.6,2236.5,D,2.0,2002,6,Jun
-11.5866,-56.0472,409.2,3.8,1.8,2002-06-25,1446,Terra,MODIS,100,6.2,297.4,2101.9,D,0.0,2002,6,Jun
-11.5966,-56.0416,409.1,3.8,1.8,2002-06-25,1446,Terra,MODIS,100,6.2,298.0,2090.6,D,0.0,2002,6,Jun
-12.0185,-56.4158,500.0,1.5,1.2,2002-06-27,206,Terra,MODIS,100,6.2,333.0,2999.3,N,0.0,2002,6,Jun
-13.3833,-55.7305,458.8,2.5,1.5,2002-06-27,1434,Terra,MODIS,100,6.2,312.5,3043.0,D,0.0,2002,6,Jun
-13.2728,-55.1288,500.0,2.7,1.6,2002-06-27,1434,Terra,MODIS,100,6.2,317.8,6877.3,D,0.0,2002,6,Jun
-13.3671,-55.7512,433.1,2.4,1.5,2002-06-27,1434,Terra,MODIS,100,6.2,301.5,1858.4,D,0.0,2002,6,Jun
-13.2699,-55.1535,459.1,2.7,1.6,2002-06-27,1434,Terra,MODIS,100,6.2,308.8,3532.1,D,0.0,2002,6,Jun
-12.2141,-56.4293,422.8,2.7,1.6,2002-06-29,154,Terra,MODIS,100,6.2,301.1,1734.1,N,2.0,2002,6,Jun
-11.4923,-55.928000000000004,477.8,1.3,1.1,2002-06-29,1421,Terra,MODIS,100,6.2,317.8,1711.7,D,0.0,2002,6,Jun
-11.4907,-55.9401,500.0,1.3,1.1,2002-06-29,1421,Terra,MODIS,100,6.2,328.3,2404.0,D,0.0,2002,6,Jun
-11.4804,-55.9387,473.7,1.3,1.1,2002-06-29,1421,Terra,MODIS,100,6.2,325.3,1593.0,D,0.0,2002,6,Jun
-12.0571,-52.8769,407.3,4.3,1.9,2002-07-05,1632,Aqua,MODIS,100,6.2,299.3,2368.9,D,0.0,2002,7,Jul
-12.0444,-52.9182,395.7,4.3,1.9,2002-07-05,1632,Aqua,MODIS,94,6.2,294.5,1825.3,D,0.0,2002,7,Jul
-12.0399,-52.8789,395.9,4.3,1.9,2002-07-05,1632,Aqua,MODIS,100,6.2,294.0,1810.4,D,0.0,2002,7,Jul
-12.0471,-52.9112,434.5,4.3,1.9,2002-07-05,1632,Aqua,MODIS,94,6.2,301.9,4333.1,D,0.0,2002,7,Jul
-12.0429,-52.8719,392.0,4.3,1.9,2002-07-05,1632,Aqua,MODIS,100,6.2,291.4,1649.1,D,0.0,2002,7,Jul
-12.0616,-52.9162,417.8,4.3,1.9,2002-07-05,1632,Aqua,MODIS,94,6.2,303.6,3033.1,D,0.0,2002,7,Jul
-12.0643,-52.9092,435.1,4.3,1.9,2002-07-05,1632,Aqua,MODIS,94,6.2,304.9,4383.3,D,0.0,2002,7,Jul
-12.06,-52.87,390.9,4.3,1.9,2002-07-05,1632,Aqua,MODIS,100,6.2,296.2,1601.5,D,0.0,2002,7,Jul
-13.0344,-57.4103,496.5,1.5,1.2,2002-07-06,1715,Aqua,MODIS,94,6.2,400.1,2655.9,D,0.0,2002,7,Jul
-10.8204,-56.2307,498.4,1.2,1.1,2002-07-06,1715,Aqua,MODIS,100,6.2,334.3,1961.6,D,0.0,2002,7,Jul
-13.0434,-57.3955,498.1,1.5,1.2,2002-07-06,1715,Aqua,MODIS,94,6.2,400.1,2716.0,D,0.0,2002,7,Jul
-9.958,-57.2458,480.2,1.3,1.1,2002-07-06,1716,Aqua,MODIS,100,6.2,326.7,1740.5,D,0.0,2002,7,Jul
-9.9595,-57.2575,500.4,1.3,1.1,2002-07-06,1716,Aqua,MODIS,100,6.2,400.1,2374.6,D,0.0,2002,7,Jul
-9.9478,-57.2472,496.7,1.3,1.1,2002-07-06,1716,Aqua,MODIS,100,6.2,332.5,2243.8,D,0.0,2002,7,Jul
-9.9494,-57.2589,492.5,1.3,1.1,2002-07-06,1716,Aqua,MODIS,100,6.2,334.8,2110.8,D,0.0,2002,7,Jul
-9.1714,-57.3851,476.5,1.3,1.1,2002-07-06,1716,Aqua,MODIS,100,6.2,324.3,1630.5,D,0.0,2002,7,Jul
-14.0194,-58.1372,389.4,4.4,1.9,2002-07-07,1333,Terra,MODIS,100,6.2,290.6,1629.3,D,0.0,2002,7,Jul
-13.3415,-54.5241,455.5,2.1,1.4,2002-07-09,1745,Aqua,MODIS,87,6.2,302.8,2326.2,D,0.0,2002,7,Jul
-13.5368,-54.8554,467.5,2.8,1.6,2002-07-10,1650,Aqua,MODIS,100,6.2,321.0,4345.1,D,0.0,2002,7,Jul
-13.5422,-54.8731,477.1,2.8,1.6,2002-07-10,1650,Aqua,MODIS,100,6.2,329.6,5126.6,D,0.0,2002,7,Jul
-13.5394,-54.8475,434.2,2.8,1.6,2002-07-10,1650,Aqua,MODIS,100,6.2,311.9,2350.9,D,0.0,2002,7,Jul
-13.5398,-54.8811,461.3,2.8,1.6,2002-07-10,1650,Aqua,MODIS,100,6.2,328.7,3929.3,D,0.0,2002,7,Jul
-12.9871,-57.4764,390.6,4.4,1.9,2002-07-10,1650,Aqua,MODIS,100,6.2,301.5,1672.8,D,0.0,2002,7,Jul
-12.9913,-57.5175,432.3,4.5,1.9,2002-07-10,1650,Aqua,MODIS,100,6.2,303.7,4370.1,D,0.0,2002,7,Jul
-12.9517,-57.4857,395.5,4.4,1.9,2002-07-10,1650,Aqua,MODIS,100,6.2,300.4,1903.3,D,0.0,2002,7,Jul
-12.9865,-57.4815,403.3,4.4,1.9,2002-07-10,1650,Aqua,MODIS,100,6.2,302.4,2285.9,D,0.0,2002,7,Jul
-12.9909,-57.5226,419.3,4.5,1.9,2002-07-10,1650,Aqua,MODIS,100,6.2,302.9,3336.0,D,0.0,2002,7,Jul
-13.0886,-55.1505,464.5,2.9,1.6,2002-07-10,1650,Aqua,MODIS,100,6.2,314.5,4367.2,D,0.0,2002,7,Jul
-13.0917,-55.1774,449.6,3.0,1.6,2002-07-10,1650,Aqua,MODIS,100,6.2,315.1,3373.2,D,0.0,2002,7,Jul
-11.6447,-56.6997,452.3,3.7,1.8,2002-07-10,1650,Aqua,MODIS,100,6.2,303.8,4905.1,D,0.0,2002,7,Jul
-11.6537,-56.7033,442.5,3.7,1.8,2002-07-10,1650,Aqua,MODIS,100,6.2,301.5,4094.8,D,0.0,2002,7,Jul
-11.6483,-56.7336,412.9,3.7,1.8,2002-07-10,1650,Aqua,MODIS,100,6.2,298.0,2239.0,D,0.0,2002,7,Jul
-9.5194,-57.4888,420.8,4.0,1.9,2002-07-10,1651,Aqua,MODIS,100,6.2,302.5,2915.7,D,0.0,2002,7,Jul
-9.5253,-57.4817,428.9,4.0,1.9,2002-07-10,1651,Aqua,MODIS,100,6.2,303.4,3445.1,D,0.0,2002,7,Jul
-10.1949,-52.3703,462.1,1.6,1.3,2002-07-10,1651,Aqua,MODIS,100,6.2,321.7,1772.8,D,0.0,2002,7,Jul
-11.6829,-57.755,392.0,4.5,1.9,2002-07-10,1651,Aqua,MODIS,100,6.2,290.1,1768.6,D,0.0,2002,7,Jul
-11.6888,-57.788999999999994,394.0,4.5,2.0,2002-07-10,1651,Aqua,MODIS,94,6.2,288.4,1869.3,D,0.0,2002,7,Jul
-9.7445,-55.8809,484.3,1.2,1.1,2002-07-11,1734,Aqua,MODIS,100,6.2,324.3,1633.9,D,0.0,2002,7,Jul
-9.6735,-57.8792,497.4,1.0,1.0,2002-07-11,1734,Aqua,MODIS,100,6.2,400.1,1564.5,D,0.0,2002,7,Jul
-12.573,-52.3251,490.6,3.0,1.7,2002-07-12,1638,Aqua,MODIS,100,6.2,327.2,6940.9,D,0.0,2002,7,Jul
-12.5738,-52.3289,492.3,3.0,1.7,2002-07-12,1638,Aqua,MODIS,100,6.2,328.6,7117.9,D,0.0,2002,7,Jul
-12.5879,-52.3235,438.7,3.0,1.7,2002-07-12,1638,Aqua,MODIS,100,6.2,310.4,2824.6,D,0.0,2002,7,Jul
-9.868,-55.6729,498.3,1.0,1.0,2002-07-13,1722,Aqua,MODIS,75,6.2,332.0,1561.3,D,0.0,2002,7,Jul
-9.7541,-58.0832,496.6,1.2,1.1,2002-07-13,1722,Aqua,MODIS,100,6.2,322.5,1946.0,D,0.0,2002,7,Jul
-9.7444,-58.0845,490.5,1.2,1.1,2002-07-13,1722,Aqua,MODIS,100,6.2,318.2,1776.4,D,0.0,2002,7,Jul
-9.561,-58.0138,489.5,1.2,1.1,2002-07-13,1722,Aqua,MODIS,100,6.2,326.3,1718.2,D,0.0,2002,7,Jul
-9.5749,-57.3825,497.1,1.1,1.0,2002-07-13,1722,Aqua,MODIS,100,6.2,332.3,1743.4,D,0.0,2002,7,Jul
-19.1954,-53.1779,437.2,3.2,1.7,2002-07-17,140,Terra,MODIS,100,6.2,302.7,3046.9,N,0.0,2002,7,Jul
-19.1987,-53.1839,427.5,3.2,1.7,2002-07-17,140,Terra,MODIS,100,6.2,301.5,2517.2,N,0.0,2002,7,Jul
-13.2016,-57.6848,500.0,1.0,1.0,2002-07-17,1410,Terra,MODIS,100,6.2,364.5,1657.8,D,0.0,2002,7,Jul
-13.1881,-53.5427,494.3,1.7,1.3,2002-07-17,1656,Aqua,MODIS,100,6.2,339.8,3127.6,D,0.0,2002,7,Jul
-13.21,-57.6961,438.0,3.5,1.8,2002-07-17,1656,Aqua,MODIS,100,6.2,314.2,3466.1,D,0.0,2002,7,Jul
-13.1748,-53.5356,500.0,1.2,1.1,2002-07-18,224,Terra,MODIS,100,6.2,355.5,2156.6,N,0.0,2002,7,Jul
-13.1765,-53.5468,500.0,1.2,1.1,2002-07-18,224,Terra,MODIS,100,6.2,356.0,2152.3,N,0.0,2002,7,Jul
-13.1649,-53.5372,500.0,1.2,1.1,2002-07-18,224,Terra,MODIS,100,6.2,385.3,2155.8,N,0.0,2002,7,Jul
-13.1666,-53.5484,500.0,1.2,1.1,2002-07-18,224,Terra,MODIS,100,6.2,333.2,2152.8,N,0.0,2002,7,Jul
-13.1615,-53.5147,479.9,1.2,1.1,2002-07-18,224,Terra,MODIS,100,6.2,322.0,1590.2,N,0.0,2002,7,Jul
-13.1632,-53.526,500.0,1.2,1.1,2002-07-18,224,Terra,MODIS,100,6.2,364.3,2160.2,N,0.0,2002,7,Jul
-13.1026,-53.144,498.2,1.2,1.1,2002-07-24,1702,Aqua,MODIS,100,6.2,400.1,2113.8,D,0.0,2002,7,Jul
-7.8893,-55.1707,499.0,1.4,1.2,2002-07-24,1704,Aqua,MODIS,100,6.2,400.1,2625.7,D,0.0,2002,7,Jul
-7.885,-55.1735,444.7,2.4,1.5,2002-07-26,1652,Aqua,MODIS,100,6.2,307.2,2328.5,D,0.0,2002,7,Jul
-5.7941,-51.5051,497.2,1.2,1.1,2002-07-26,1652,Aqua,MODIS,100,6.2,337.2,2060.6,D,0.0,2002,7,Jul
-8.7781,-51.8275,473.2,2.4,1.5,2002-07-28,1639,Aqua,MODIS,100,6.2,311.6,3768.9,D,0.0,2002,7,Jul
-8.7739,-51.8214,435.1,2.4,1.5,2002-07-28,1639,Aqua,MODIS,100,6.2,303.6,1892.7,D,0.0,2002,7,Jul
-8.5327,-50.6142,428.4,2.5,1.5,2002-08-04,130,Terra,MODIS,100,6.2,304.1,1781.0,N,0.0,2002,8,Aug
-8.5395,-50.6069,429.5,2.5,1.5,2002-08-04,130,Terra,MODIS,100,6.2,303.4,1821.5,N,0.0,2002,8,Aug
-8.5463,-50.6125,425.9,2.5,1.5,2002-08-04,130,Terra,MODIS,100,6.2,305.1,1691.8,N,0.0,2002,8,Aug
-8.5422,-50.6293,437.9,2.5,1.5,2002-08-04,130,Terra,MODIS,100,6.2,306.2,2155.9,N,0.0,2002,8,Aug
-6.5732,-50.468,403.1,4.1,1.9,2002-08-08,1621,Aqua,MODIS,100,6.2,301.3,2017.2,D,0.0,2002,8,Aug
-6.569,-50.4747,394.5,4.1,1.9,2002-08-08,1621,Aqua,MODIS,100,6.2,300.3,1630.7,D,0.0,2002,8,Aug
-6.4014,-51.4224,391.5,4.8,2.0,2002-08-08,1621,Aqua,MODIS,100,6.2,298.2,1886.1,D,0.0,2002,8,Aug
-6.3965,-51.3863,388.1,4.7,2.0,2002-08-08,1621,Aqua,MODIS,100,6.2,299.0,1712.5,D,0.0,2002,8,Aug
-20.9192,-57.6791,410.9,3.4,1.7,2002-08-09,1700,Aqua,MODIS,100,6.2,303.0,1854.5,D,0.0,2002,8,Aug
-20.9348,-57.6774,414.2,3.4,1.7,2002-08-09,1700,Aqua,MODIS,100,6.2,304.7,2000.2,D,0.0,2002,8,Aug
-20.9239,-57.6867,414.4,3.4,1.7,2002-08-09,1700,Aqua,MODIS,100,6.2,305.8,2010.1,D,0.0,2002,8,Aug
-8.302,-55.3642,480.7,1.5,1.2,2002-08-09,1703,Aqua,MODIS,100,6.2,331.0,2129.8,D,0.0,2002,8,Aug
-8.3056,-55.3574,473.3,1.5,1.2,2002-08-09,1703,Aqua,MODIS,100,6.2,325.1,1885.9,D,0.0,2002,8,Aug
-8.3073,-55.3707,486.0,1.5,1.2,2002-08-09,1703,Aqua,MODIS,100,6.2,328.6,2321.8,D,0.0,2002,8,Aug
-9.3731,-51.8215,498.0,1.0,1.0,2002-08-09,1703,Aqua,MODIS,100,6.2,400.1,1591.0,D,0.0,2002,8,Aug
-9.346,-51.8254,498.2,1.0,1.0,2002-08-09,1703,Aqua,MODIS,100,6.2,400.1,1595.6,D,0.0,2002,8,Aug
-5.9523,-52.8828,502.5,1.0,1.0,2002-08-09,1704,Aqua,MODIS,100,6.2,400.1,1745.3,D,0.0,2002,8,Aug
-5.9351,-52.8914,498.7,1.0,1.0,2002-08-09,1704,Aqua,MODIS,100,6.2,338.3,1653.7,D,0.0,2002,8,Aug
-5.843,-53.4207,502.6,1.1,1.0,2002-08-09,1704,Aqua,MODIS,100,6.2,400.1,1854.4,D,0.0,2002,8,Aug
-5.9379,-52.9763,497.1,1.0,1.0,2002-08-09,1704,Aqua,MODIS,100,6.2,400.1,1626.1,D,0.0,2002,8,Aug
-5.9392,-52.9856,497.1,1.0,1.0,2002-08-09,1704,Aqua,MODIS,100,6.2,400.1,1626.5,D,0.0,2002,8,Aug
-11.7365,-51.9377,405.8,3.6,1.8,2002-08-10,1745,Aqua,MODIS,100,6.2,309.1,1825.9,D,0.0,2002,8,Aug
-11.7454,-51.9416,406.2,3.6,1.8,2002-08-10,1745,Aqua,MODIS,100,6.2,312.2,1842.3,D,0.0,2002,8,Aug
-6.891,-52.7266,395.4,3.9,1.8,2002-08-10,1746,Aqua,MODIS,100,6.2,301.3,1596.3,D,0.0,2002,8,Aug
-7.8196,-55.3324,434.6,2.4,1.5,2002-08-10,1746,Aqua,MODIS,100,6.2,310.9,1829.9,D,0.0,2002,8,Aug
-6.9223,-52.6806,394.2,3.9,1.8,2002-08-10,1746,Aqua,MODIS,100,6.2,301.5,1563.0,D,0.0,2002,8,Aug
-7.7706,-55.4475,432.7,2.3,1.5,2002-08-10,1746,Aqua,MODIS,100,6.2,309.0,1712.5,D,0.0,2002,8,Aug
-9.4108,-51.1481,390.3,4.6,2.0,2002-08-10,1746,Aqua,MODIS,100,6.2,297.0,1769.2,D,0.0,2002,8,Aug
-9.4127,-51.1542,390.2,4.6,2.0,2002-08-10,1746,Aqua,MODIS,100,6.2,297.7,1765.9,D,0.0,2002,8,Aug
-10.1163,-56.6282,458.1,1.7,1.3,2002-08-10,1746,Aqua,MODIS,100,6.2,320.8,1776.5,D,0.0,2002,8,Aug
-7.1118,-55.5827,440.3,2.3,1.5,2002-08-10,1747,Aqua,MODIS,100,6.2,309.1,2005.6,D,0.0,2002,8,Aug
-6.2008,-51.7689,403.3,4.8,2.0,2002-08-10,1747,Aqua,MODIS,100,6.2,295.8,2531.0,D,0.0,2002,8,Aug
-10.0309,-51.545,480.8,1.4,1.2,2002-08-11,1650,Aqua,MODIS,100,6.2,340.6,1957.4,D,0.0,2002,8,Aug
-10.1021,-51.678999999999995,478.9,1.4,1.2,2002-08-11,1650,Aqua,MODIS,100,6.2,333.3,1967.4,D,0.0,2002,8,Aug
-11.6099,-51.8327,486.0,1.5,1.2,2002-08-11,1650,Aqua,MODIS,100,6.2,330.2,2447.0,D,0.0,2002,8,Aug
-11.5989,-51.8341,479.0,1.5,1.2,2002-08-11,1650,Aqua,MODIS,100,6.2,342.2,2184.2,D,0.0,2002,8,Aug
-11.5879,-51.8355,474.4,1.5,1.2,2002-08-11,1650,Aqua,MODIS,100,6.2,332.4,2030.8,D,0.0,2002,8,Aug
-10.2498,-54.8637,425.9,2.5,1.5,2002-08-11,1650,Aqua,MODIS,100,6.2,317.2,1671.1,D,0.0,2002,8,Aug
-10.0491,-56.57,422.0,3.4,1.7,2002-08-11,1651,Aqua,MODIS,100,6.2,309.8,2410.6,D,0.0,2002,8,Aug
-8.4464,-51.0428,499.7,1.2,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,400.1,2190.0,D,0.0,2002,8,Aug
-8.4479,-51.053999999999995,480.3,1.2,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,332.0,1626.6,D,0.0,2002,8,Aug
-8.8227,-50.8868,481.9,1.2,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,400.1,1640.4,D,0.0,2002,8,Aug
-9.1248,-50.163999999999994,498.5,1.1,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,400.1,1884.7,D,0.0,2002,8,Aug
-9.1262,-50.1742,500.7,1.1,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,400.1,1948.6,D,0.0,2002,8,Aug
-9.1167,-50.1756,503.5,1.1,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,400.1,2032.1,D,0.0,2002,8,Aug
-9.1222,-50.2167,493.7,1.1,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,323.7,1765.1,D,0.0,2002,8,Aug
-9.1752,-51.6823,496.2,1.4,1.2,2002-08-11,1651,Aqua,MODIS,100,6.2,337.9,2464.7,D,0.0,2002,8,Aug
-9.0152,-50.951,490.6,1.2,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,341.7,1921.3,D,0.0,2002,8,Aug
-9.1002,-50.163999999999994,497.3,1.1,1.1,2002-08-11,1651,Aqua,MODIS,100,6.2,400.1,1845.3,D,0.0,2002,8,Aug
-6.9084,-52.7223,497.4,1.5,1.2,2002-08-11,1651,Aqua,MODIS,100,6.2,400.1,2865.0,D,0.0,2002,8,Aug
-6.9175,-52.7072,480.5,1.5,1.2,2002-08-11,1651,Aqua,MODIS,100,6.2,326.1,2203.4,D,0.0,2002,8,Aug
-9.3152,-55.8634,497.4,2.9,1.6,2002-08-11,1651,Aqua,MODIS,100,6.2,341.5,7342.9,D,2.0,2002,8,Aug
-9.3184,-55.8899,448.7,2.9,1.6,2002-08-11,1651,Aqua,MODIS,100,6.2,315.9,3302.3,D,0.0,2002,8,Aug
-9.3281,-55.8686,427.6,2.9,1.6,2002-08-11,1651,Aqua,MODIS,100,6.2,314.5,2162.8,D,2.0,2002,8,Aug
-9.3134,-55.8701,496.9,2.9,1.6,2002-08-11,1651,Aqua,MODIS,100,6.2,343.7,7281.1,D,2.0,2002,8,Aug
-5.1617,-50.4753,496.3,1.1,1.0,2002-08-11,1652,Aqua,MODIS,100,6.2,331.0,1691.3,D,0.0,2002,8,Aug
-5.1524,-50.4766,498.9,1.1,1.0,2002-08-11,1652,Aqua,MODIS,100,6.2,337.8,1756.6,D,0.0,2002,8,Aug
-5.9029,-53.4257,455.2,1.7,1.3,2002-08-11,1652,Aqua,MODIS,100,6.2,315.0,1629.4,D,0.0,2002,8,Aug
-21.2716,-57.5266,500.8,1.1,1.0,2002-08-12,1730,Aqua,MODIS,100,6.2,400.1,1736.1,D,0.0,2002,8,Aug
-21.2729,-57.5367,500.5,1.1,1.0,2002-08-12,1730,Aqua,MODIS,100,6.2,400.1,1727.9,D,0.0,2002,8,Aug
-21.2624,-57.528,498.8,1.1,1.0,2002-08-12,1730,Aqua,MODIS,100,6.2,400.1,1686.8,D,0.0,2002,8,Aug
-9.9542,-51.3329,423.6,2.5,1.5,2002-08-12,1733,Aqua,MODIS,94,6.2,303.4,1614.3,D,0.0,2002,8,Aug
-12.1979,-62.0862,472.2,1.4,1.2,2002-08-12,1733,Aqua,MODIS,100,6.2,329.9,1770.1,D,0.0,2002,8,Aug
-8.4327,-50.9911,421.7,2.9,1.6,2002-08-12,1734,Aqua,MODIS,100,6.2,306.5,1853.0,D,0.0,2002,8,Aug
-9.3482,-50.8055,500.0,1.0,1.0,2002-08-13,1350,Terra,MODIS,100,6.2,349.5,1603.2,D,0.0,2002,8,Aug
-9.3293,-50.5517,484.0,2.0,1.4,2002-08-13,1638,Aqua,MODIS,100,6.2,327.8,3344.3,D,0.0,2002,8,Aug
-9.3171,-50.5533,462.3,2.0,1.4,2002-08-13,1638,Aqua,MODIS,100,6.2,320.7,2333.9,D,0.0,2002,8,Aug
