latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,year,month,month_name
-8.6226,-51.2244,402.3,3.8,1.8,2004-08-04,1626,Aqua,MODIS,100,6.2,301.7,1774.1,D,0.0,2004,8,Aug
-8.6315,-51.231,400.5,3.8,1.8,2004-08-04,1626,Aqua,MODIS,100,6.2,306.6,1692.2,D,0.0,2004,8,Aug
-8.6389,-51.2228,402.1,3.8,1.8,2004-08-04,1626,Aqua,MODIS,100,6.2,304.8,1759.9,D,0.0,2004,8,Aug
-8.1805,-55.0385,500.0,1.4,1.2,2004-08-05,1418,Terra,MODIS,100,6.2,320.2,2509.9,D,0.0,2004,8,Aug
-8.1742,-55.0317,484.3,1.4,1.2,2004-08-05,1418,Terra,MODIS,100,6.2,329.4,1974.4,D,0.0,2004,8,Aug
-9.2961,-51.4843,428.3,2.6,1.6,2004-08-05,1419,Terra,MODIS,100,6.2,307.2,1877.5,D,0.0,2004,8,Aug
-9.3012,-51.4919,428.9,2.6,1.6,2004-08-05,1419,Terra,MODIS,100,6.2,305.6,1900.7,D,0.0,2004,8,Aug
-11.464,-54.0094,499.5,1.1,1.0,2004-08-05,1708,Aqua,MODIS,100,6.2,400.1,1823.7,D,0.0,2004,8,Aug
-11.4654,-54.0195,500.0,1.1,1.0,2004-08-05,1708,Aqua,MODIS,100,6.2,400.1,1841.3,D,0.0,2004,8,Aug
-10.5681,-57.5686,499.9,1.8,1.3,2004-08-05,1708,Aqua,MODIS,100,6.2,400.1,3759.7,D,0.0,2004,8,Aug
-8.3557,-54.7767,500.7,1.1,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,400.1,1893.0,D,0.0,2004,8,Aug
-9.8156,-54.358999999999995,499.5,1.1,1.0,2004-08-05,1709,Aqua,MODIS,100,6.2,400.1,1829.7,D,0.0,2004,8,Aug
-9.8142,-54.3491,490.5,1.1,1.0,2004-08-05,1709,Aqua,MODIS,100,6.2,326.1,1596.3,D,0.0,2004,8,Aug
-10.5163,-59.4692,432.7,2.5,1.5,2004-08-05,1709,Aqua,MODIS,100,6.2,304.5,1945.3,D,0.0,2004,8,Aug
-9.1586,-57.0179,476.8,1.6,1.2,2004-08-05,1709,Aqua,MODIS,100,6.2,328.3,2136.9,D,0.0,2004,8,Aug
-8.1626,-55.167,500.7,1.2,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,339.6,2003.1,D,0.0,2004,8,Aug
-8.3691,-55.1898,484.7,1.2,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,338.0,1587.2,D,0.0,2004,8,Aug
-8.7275,-51.4421,500.3,1.0,1.0,2004-08-05,1709,Aqua,MODIS,100,6.2,400.1,1696.3,D,0.0,2004,8,Aug
-10.199,-56.8337,468.7,1.6,1.2,2004-08-05,1709,Aqua,MODIS,100,6.2,333.3,1883.0,D,0.0,2004,8,Aug
-9.5272,-57.632,455.7,1.8,1.3,2004-08-05,1709,Aqua,MODIS,100,6.2,313.4,1765.9,D,0.0,2004,8,Aug
-8.0354,-54.908,498.7,1.1,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,400.1,1856.7,D,0.0,2004,8,Aug
-8.3651,-54.7753,502.4,1.1,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,400.1,1940.9,D,0.0,2004,8,Aug
-7.3876,-55.5346,496.2,1.2,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,400.1,1935.7,D,0.0,2004,8,Aug
-7.4153,-55.5197,483.9,1.2,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,329.6,1605.1,D,0.0,2004,8,Aug
-7.1486,-55.7294,483.3,1.2,1.1,2004-08-05,1709,Aqua,MODIS,100,6.2,333.8,1632.7,D,0.0,2004,8,Aug
-9.078,-51.6933,498.0,1.0,1.0,2004-08-05,1709,Aqua,MODIS,100,6.2,400.1,1598.5,D,0.0,2004,8,Aug
-12.1744,-56.8988,445.7,1.9,1.3,2004-08-06,536,Aqua,MODIS,100,6.2,314.1,1662.6,N,0.0,2004,8,Aug
-10.9718,-59.2021,499.7,1.4,1.2,2004-08-06,1751,Aqua,MODIS,100,6.2,400.1,2573.0,D,0.0,2004,8,Aug
-10.9738,-59.2147,499.7,1.4,1.2,2004-08-06,1751,Aqua,MODIS,100,6.2,400.1,2572.2,D,0.0,2004,8,Aug
-9.1353,-61.5156,498.8,1.1,1.0,2004-08-06,1752,Aqua,MODIS,100,6.2,332.6,1790.0,D,0.0,2004,8,Aug
-9.1368,-61.5254,500.8,1.1,1.0,2004-08-06,1752,Aqua,MODIS,100,6.2,400.1,1840.9,D,0.0,2004,8,Aug
-9.126,-61.516999999999996,500.7,1.1,1.0,2004-08-06,1752,Aqua,MODIS,94,6.2,400.1,1842.0,D,0.0,2004,8,Aug
-9.4881,-62.1025,499.1,1.0,1.0,2004-08-06,1752,Aqua,MODIS,100,6.2,400.1,1664.0,D,0.0,2004,8,Aug
-9.1719,-51.6646,479.3,1.5,1.2,2004-08-07,1406,Terra,MODIS,100,6.2,328.7,2040.9,D,0.0,2004,8,Aug
-12.2656,-56.906000000000006,500.0,1.0,1.0,2004-08-07,1407,Terra,MODIS,100,6.2,331.6,1611.5,D,0.0,2004,8,Aug
-9.1609,-51.681999999999995,499.9,1.1,1.1,2004-08-07,1656,Aqua,MODIS,100,6.2,400.1,1912.3,D,0.0,2004,8,Aug
-11.3257,-56.3261,438.4,2.6,1.5,2004-08-07,1656,Aqua,MODIS,100,6.2,314.8,2222.9,D,0.0,2004,8,Aug
-9.8086,-58.3678,415.8,3.5,1.8,2004-08-07,1656,Aqua,MODIS,100,6.2,310.1,2198.3,D,0.0,2004,8,Aug
-9.8184,-58.3591,436.4,3.5,1.8,2004-08-07,1656,Aqua,MODIS,100,6.2,313.8,3370.1,D,0.0,2004,8,Aug
-9.6012,-51.548,500.0,1.1,1.1,2004-08-07,1656,Aqua,MODIS,100,6.2,400.1,1908.4,D,0.0,2004,8,Aug
-9.6026,-51.5582,499.1,1.1,1.1,2004-08-07,1656,Aqua,MODIS,100,6.2,400.1,1883.6,D,0.0,2004,8,Aug
-8.7367,-51.1397,499.0,1.1,1.0,2004-08-07,1656,Aqua,MODIS,100,6.2,400.1,1733.0,D,0.0,2004,8,Aug
-8.7528,-51.1416,503.1,1.1,1.0,2004-08-07,1656,Aqua,MODIS,94,6.2,400.1,1839.2,D,0.0,2004,8,Aug
-10.5922,-56.28,478.6,2.5,1.5,2004-08-07,1656,Aqua,MODIS,100,6.2,318.8,4308.3,D,0.0,2004,8,Aug
-10.5785,-56.2817,478.1,2.5,1.5,2004-08-07,1656,Aqua,MODIS,100,6.2,316.4,4266.1,D,0.0,2004,8,Aug
-8.4363,-51.0358,499.6,1.1,1.0,2004-08-07,1657,Aqua,MODIS,100,6.2,400.1,1707.8,D,0.0,2004,8,Aug
-7.3457,-55.7417,442.4,2.0,1.4,2004-08-07,1657,Aqua,MODIS,100,6.2,311.0,1689.6,D,0.0,2004,8,Aug
-6.7853,-55.3626,445.3,1.8,1.3,2004-08-07,1657,Aqua,MODIS,100,6.2,313.9,1569.2,D,0.0,2004,8,Aug
-7.8952,-55.2772,451.5,1.9,1.3,2004-08-07,1657,Aqua,MODIS,100,6.2,313.5,1817.7,D,0.0,2004,8,Aug
-9.1683,-59.0357,410.0,3.9,1.8,2004-08-07,1657,Aqua,MODIS,100,6.2,304.3,2219.0,D,0.0,2004,8,Aug
-9.1747,-59.0278,426.3,3.9,1.8,2004-08-07,1657,Aqua,MODIS,100,6.2,305.3,3154.6,D,0.0,2004,8,Aug
-9.1753,-56.9325,466.6,2.7,1.6,2004-08-07,1657,Aqua,MODIS,100,6.2,316.0,3902.0,D,0.0,2004,8,Aug
-9.1712,-56.9383,454.4,2.7,1.6,2004-08-07,1657,Aqua,MODIS,100,6.2,319.6,3146.5,D,0.0,2004,8,Aug
-9.1953,-56.9782,430.6,2.7,1.6,2004-08-07,1657,Aqua,MODIS,94,6.2,311.1,2006.2,D,0.0,2004,8,Aug
-7.1701,-59.7778,397.0,4.1,1.9,2004-08-07,1657,Aqua,MODIS,100,6.2,298.9,1792.5,D,0.0,2004,8,Aug
-7.1669,-59.7832,400.5,4.1,1.9,2004-08-07,1657,Aqua,MODIS,100,6.2,299.6,1950.5,D,0.0,2004,8,Aug
-9.6665,-63.7461,415.5,4.4,1.9,2004-08-07,1835,Aqua,MODIS,100,6.2,303.7,2965.2,D,0.0,2004,8,Aug
-9.6594,-63.7114,432.0,4.4,1.9,2004-08-07,1835,Aqua,MODIS,100,6.2,303.2,4245.4,D,0.0,2004,8,Aug
-9.6663,-63.7509,405.5,4.4,1.9,2004-08-07,1835,Aqua,MODIS,100,6.2,303.0,2366.1,D,0.0,2004,8,Aug
-9.1898,-63.5365,397.2,4.6,2.0,2004-08-07,1835,Aqua,MODIS,100,6.2,300.0,2093.9,D,0.0,2004,8,Aug
-9.6594,-63.7066,424.2,4.4,1.9,2004-08-07,1835,Aqua,MODIS,100,6.2,302.6,3607.3,D,0.0,2004,8,Aug
-9.3046,-55.8607,481.3,1.5,1.2,2004-08-08,1739,Aqua,MODIS,100,6.2,318.9,2262.1,D,0.0,2004,8,Aug
-9.3088,-56.0282,461.7,1.5,1.2,2004-08-08,1739,Aqua,MODIS,100,6.2,319.4,1568.0,D,0.0,2004,8,Aug
-9.7164,-57.9358,499.9,1.1,1.1,2004-08-08,1739,Aqua,MODIS,100,6.2,400.1,1921.6,D,0.0,2004,8,Aug
-9.7148,-57.9255,500.4,1.1,1.1,2004-08-08,1739,Aqua,MODIS,100,6.2,400.1,1939.2,D,0.0,2004,8,Aug
-10.2016,-57.6213,500.0,1.2,1.1,2004-08-08,1739,Aqua,MODIS,100,6.2,329.1,1993.7,D,0.0,2004,8,Aug
-10.1207,-64.3236,478.5,1.5,1.2,2004-08-08,1739,Aqua,MODIS,100,6.2,325.4,2086.1,D,0.0,2004,8,Aug
-10.118,-64.3305,468.1,1.5,1.2,2004-08-08,1739,Aqua,MODIS,100,6.2,324.1,1758.3,D,0.0,2004,8,Aug
-9.2448,-56.5172,483.6,1.4,1.2,2004-08-08,1739,Aqua,MODIS,100,6.2,331.4,2022.1,D,2.0,2004,8,Aug
-7.9197,-50.7419,500.0,1.1,1.0,2004-08-09,1354,Terra,MODIS,100,6.2,336.9,1769.3,D,0.0,2004,8,Aug
-8.8918,-51.4108,452.2,1.7,1.3,2004-08-09,1644,Aqua,MODIS,94,6.2,314.7,1583.4,D,0.0,2004,8,Aug
-8.8658,-51.3731,473.8,1.7,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,400.1,2277.6,D,0.0,2004,8,Aug
-8.8744,-51.3665,503.2,1.7,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,400.1,3591.9,D,0.0,2004,8,Aug
-8.863,-51.3681,503.0,1.7,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,400.1,3582.3,D,0.0,2004,8,Aug
-8.8858,-51.365,502.5,1.7,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,400.1,3553.4,D,0.0,2004,8,Aug
-8.8878,-51.3802,461.4,1.7,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,326.8,1841.9,D,0.0,2004,8,Aug
-8.8544,-51.3746,469.0,1.7,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,334.8,2104.5,D,0.0,2004,8,Aug
-8.8515,-51.3697,476.7,1.7,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,335.3,2387.6,D,0.0,2004,8,Aug
-9.2639,-51.6969,454.2,1.8,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,321.8,1793.0,D,0.0,2004,8,Aug
-9.367,-51.6382,450.0,1.8,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,319.1,1656.4,D,0.0,2004,8,Aug
-9.3691,-51.6545,453.7,1.8,1.3,2004-08-09,1644,Aqua,MODIS,100,6.2,323.9,1778.7,D,0.0,2004,8,Aug
-12.1865,-56.839,457.6,2.5,1.5,2004-08-10,1438,Terra,MODIS,100,6.2,318.1,3134.4,D,0.0,2004,8,Aug
-11.3238,-45.998000000000005,429.7,4.6,2.0,2004-08-10,1726,Aqua,MODIS,100,6.2,309.0,4309.4,D,0.0,2004,8,Aug
-11.322000000000001,-45.9943,433.2,4.6,2.0,2004-08-10,1726,Aqua,MODIS,100,6.2,308.7,4618.1,D,0.0,2004,8,Aug
-11.8809,-60.5121,486.1,1.4,1.2,2004-08-10,1727,Aqua,MODIS,100,6.2,331.1,2161.4,D,0.0,2004,8,Aug
-11.8758,-60.5194,481.3,1.4,1.2,2004-08-10,1727,Aqua,MODIS,100,6.2,335.1,1999.3,D,0.0,2004,8,Aug
-8.0163,-61.4379,478.2,1.4,1.2,2004-08-10,1728,Aqua,MODIS,100,6.2,321.0,1961.3,D,0.0,2004,8,Aug
-9.3123,-51.6956,500.0,1.1,1.1,2004-08-11,1342,Terra,MODIS,100,6.2,336.6,1882.8,D,0.0,2004,8,Aug
-11.304,-45.9408,500.0,1.5,1.2,2004-08-11,1342,Terra,MODIS,100,6.2,339.9,2778.2,D,0.0,2004,8,Aug
-9.2959,-51.7072,500.0,1.1,1.1,2004-08-11,1342,Terra,MODIS,100,6.2,331.3,1887.8,D,0.0,2004,8,Aug
-13.4515,-56.9092,500.0,2.1,1.4,2004-08-11,1343,Terra,MODIS,100,6.2,333.1,4846.6,D,0.0,2004,8,Aug
-13.4507,-56.9158,464.2,2.1,1.4,2004-08-11,1343,Terra,MODIS,100,6.2,321.2,2747.0,D,0.0,2004,8,Aug
-13.4542,-56.8962,472.4,2.1,1.4,2004-08-11,1343,Terra,MODIS,100,6.2,326.2,3139.0,D,0.0,2004,8,Aug
-12.5604,-52.3752,398.3,4.0,1.9,2004-08-11,1631,Aqua,MODIS,100,6.2,309.1,1703.2,D,0.0,2004,8,Aug
-9.5585,-52.1441,449.6,3.4,1.7,2004-08-11,1632,Aqua,MODIS,87,6.2,309.2,4210.7,D,0.0,2004,8,Aug
-9.5523,-52.1404,452.4,3.4,1.7,2004-08-11,1632,Aqua,MODIS,75,6.2,312.2,4431.4,D,0.0,2004,8,Aug
-9.4472,-50.2836,441.5,2.5,1.5,2004-08-11,1632,Aqua,MODIS,100,6.2,304.6,2208.2,D,0.0,2004,8,Aug
-9.1285,-60.4535,421.5,2.7,1.6,2004-08-11,1810,Aqua,MODIS,100,6.2,302.6,1695.6,D,0.0,2004,8,Aug
-9.1255,-60.4592,420.0,2.7,1.6,2004-08-11,1810,Aqua,MODIS,100,6.2,304.8,1640.7,D,0.0,2004,8,Aug
-13.5817,-60.5737,424.8,2.6,1.5,2004-08-12,1714,Aqua,MODIS,100,6.2,319.0,1699.0,D,0.0,2004,8,Aug
-13.6042,-60.5879,463.5,2.6,1.5,2004-08-12,1714,Aqua,MODIS,100,6.2,312.0,3565.6,D,0.0,2004,8,Aug
-13.5876,-60.5658,436.3,2.6,1.5,2004-08-12,1714,Aqua,MODIS,100,6.2,315.3,2147.8,D,0.0,2004,8,Aug
-13.5903,-60.5896,477.0,2.6,1.5,2004-08-12,1714,Aqua,MODIS,100,6.2,330.5,4465.9,D,0.0,2004,8,Aug
-12.1964,-61.495,415.9,2.9,1.6,2004-08-12,1714,Aqua,MODIS,100,6.2,309.7,1654.5,D,0.0,2004,8,Aug
-12.1932,-61.4683,421.1,2.9,1.6,2004-08-12,1714,Aqua,MODIS,100,6.2,307.0,1839.8,D,0.0,2004,8,Aug
-12.1978,-61.4878,445.8,2.9,1.6,2004-08-12,1714,Aqua,MODIS,100,6.2,313.2,3043.9,D,0.0,2004,8,Aug
-9.4446,-56.9851,489.0,1.2,1.1,2004-08-12,1715,Aqua,MODIS,100,6.2,329.9,1847.1,D,0.0,2004,8,Aug
-10.5121,-62.973,400.5,3.6,1.8,2004-08-12,1715,Aqua,MODIS,100,6.2,300.8,1573.3,D,0.0,2004,8,Aug
-8.9483,-51.3106,497.6,1.2,1.1,2004-08-12,1715,Aqua,MODIS,94,6.2,330.1,2073.3,D,0.0,2004,8,Aug
-8.1986,-55.7673,499.2,1.1,1.0,2004-08-12,1715,Aqua,MODIS,100,6.2,333.9,1705.0,D,0.0,2004,8,Aug
-8.1894,-55.7686,503.8,1.1,1.0,2004-08-12,1715,Aqua,MODIS,100,6.2,341.0,1827.8,D,0.0,2004,8,Aug
-10.2324,-57.61,499.5,1.4,1.2,2004-08-12,1715,Aqua,MODIS,100,6.2,400.1,2545.1,D,0.0,2004,8,Aug
-9.9822,-61.9369,445.6,2.9,1.6,2004-08-12,1715,Aqua,MODIS,94,6.2,309.1,3068.4,D,0.0,2004,8,Aug
-9.9817,-61.9416,425.6,2.9,1.6,2004-08-12,1715,Aqua,MODIS,100,6.2,307.5,2071.3,D,0.0,2004,8,Aug
-12.9547,-57.0439,429.7,2.4,1.5,2004-08-13,1757,Aqua,MODIS,100,6.2,317.6,1695.4,D,0.0,2004,8,Aug
-9.5172,-59.3325,500.0,1.1,1.0,2004-08-14,1413,Terra,MODIS,100,6.2,339.3,1851.6,D,0.0,2004,8,Aug
-10.0115,-51.4606,500.0,2.0,1.4,2004-08-14,1413,Terra,MODIS,100,6.2,313.1,4505.5,D,0.0,2004,8,Aug
-10.0139,-51.4421,463.2,2.0,1.4,2004-08-14,1413,Terra,MODIS,100,6.2,320.2,2512.7,D,0.0,2004,8,Aug
-10.3599,-51.9793,456.1,1.9,1.3,2004-08-14,1413,Terra,MODIS,100,6.2,321.7,1977.9,D,0.0,2004,8,Aug
-10.0264,-51.4436,500.0,2.0,1.4,2004-08-14,1413,Terra,MODIS,100,6.2,326.8,4527.5,D,0.0,2004,8,Aug
-10.0099,-51.4545,500.0,2.0,1.4,2004-08-14,1413,Terra,MODIS,100,6.2,325.7,4508.9,D,0.0,2004,8,Aug
-9.9825,-51.4701,500.0,2.0,1.4,2004-08-14,1413,Terra,MODIS,100,6.2,326.4,4502.0,D,0.0,2004,8,Aug
-9.9849,-51.4514,500.0,2.0,1.4,2004-08-14,1413,Terra,MODIS,100,6.2,338.0,4517.3,D,0.0,2004,8,Aug
-9.9866,-51.4574,500.0,2.0,1.4,2004-08-14,1413,Terra,MODIS,100,6.2,343.7,4505.0,D,0.0,2004,8,Aug
-13.0421,-60.2139,425.6,4.1,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,310.7,3366.3,D,0.0,2004,8,Aug
-12.1253,-60.5763,412.0,4.3,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,308.7,2638.0,D,0.0,2004,8,Aug
-12.7419,-60.261,409.3,4.1,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,317.1,2362.5,D,0.0,2004,8,Aug
-13.0252,-60.216,423.3,4.1,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,315.8,3203.5,D,0.0,2004,8,Aug
-13.0284,-60.2116,459.4,4.1,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,320.7,6419.9,D,0.0,2004,8,Aug
-12.7588,-60.25899999999999,402.1,4.1,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,313.8,1997.5,D,0.0,2004,8,Aug
-11.5564,-59.2165,407.6,3.3,1.7,2004-08-14,1702,Aqua,MODIS,100,6.2,305.7,1657.9,D,0.0,2004,8,Aug
-12.1208,-60.5374,415.8,4.2,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,306.3,2841.2,D,0.0,2004,8,Aug
-12.124,-60.5298,397.6,4.2,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,304.1,1864.1,D,0.0,2004,8,Aug
-12.1282,-60.5688,428.2,4.3,1.9,2004-08-14,1702,Aqua,MODIS,100,6.2,310.8,3738.8,D,0.0,2004,8,Aug
-10.0196,-51.4719,499.6,1.0,1.0,2004-08-14,1702,Aqua,MODIS,100,6.2,400.1,1610.3,D,0.0,2004,8,Aug
-9.7973,-51.5914,501.9,1.0,1.0,2004-08-14,1702,Aqua,MODIS,100,6.2,400.1,1673.6,D,0.0,2004,8,Aug
-11.4734,-54.0164,501.0,1.3,1.1,2004-08-14,1702,Aqua,MODIS,100,6.2,400.1,2455.5,D,0.0,2004,8,Aug
-11.4837,-54.015,500.5,1.3,1.1,2004-08-14,1702,Aqua,MODIS,100,6.2,400.1,2445.2,D,0.0,2004,8,Aug
-13.9444,-58.3263,416.9,3.0,1.7,2004-08-14,1702,Aqua,MODIS,100,6.2,317.7,1798.1,D,0.0,2004,8,Aug
-13.9455,-58.3309,416.5,3.0,1.7,2004-08-14,1702,Aqua,MODIS,100,6.2,317.5,1779.0,D,0.0,2004,8,Aug
-11.228,-59.1225,467.4,3.2,1.7,2004-08-14,1702,Aqua,MODIS,100,6.2,319.7,5158.4,D,0.0,2004,8,Aug
-11.2303,-59.1293,469.9,3.2,1.7,2004-08-14,1702,Aqua,MODIS,100,6.2,324.0,5382.9,D,0.0,2004,8,Aug
-11.2433,-59.1209,470.3,3.2,1.7,2004-08-14,1702,Aqua,MODIS,100,6.2,320.8,5413.0,D,0.0,2004,8,Aug
-11.2456,-59.128,430.9,3.2,1.7,2004-08-14,1702,Aqua,MODIS,100,6.2,315.7,2616.0,D,0.0,2004,8,Aug
-10.2746,-58.2032,491.1,2.6,1.6,2004-08-14,1703,Aqua,MODIS,100,6.2,330.6,5677.6,D,0.0,2004,8,Aug
-10.2774,-58.2268,434.5,2.6,1.6,2004-08-14,1703,Aqua,MODIS,100,6.2,314.0,2129.9,D,0.0,2004,8,Aug
-10.27,-58.2088,488.8,2.6,1.6,2004-08-14,1703,Aqua,MODIS,100,6.2,330.8,5488.2,D,0.0,2004,8,Aug
-8.7809,-51.1039,499.3,1.0,1.0,2004-08-14,1703,Aqua,MODIS,87,6.2,342.0,1582.1,D,0.0,2004,8,Aug
-6.8071,-49.876000000000005,500.0,1.1,1.0,2004-08-14,1703,Aqua,MODIS,100,6.2,400.1,1774.4,D,0.0,2004,8,Aug
-9.527999999999999,-57.928000000000004,440.3,2.4,1.5,2004-08-14,1703,Aqua,MODIS,100,6.2,312.2,2135.2,D,0.0,2004,8,Aug
-9.5308,-57.9502,432.8,2.4,1.5,2004-08-14,1703,Aqua,MODIS,100,6.2,308.8,1851.4,D,0.0,2004,8,Aug
-9.5172,-57.952,425.5,2.4,1.5,2004-08-14,1703,Aqua,MODIS,100,6.2,312.8,1585.4,D,0.0,2004,8,Aug
-9.5206,-57.934,459.0,2.4,1.5,2004-08-14,1703,Aqua,MODIS,100,6.2,318.0,3012.2,D,0.0,2004,8,Aug
-9.5234,-57.9563,446.9,2.4,1.5,2004-08-14,1703,Aqua,MODIS,100,6.2,318.2,2431.9,D,0.0,2004,8,Aug
-9.6885,-57.3238,455.4,2.2,1.4,2004-08-14,1703,Aqua,MODIS,100,6.2,328.5,2426.4,D,0.0,2004,8,Aug
-8.953,-50.8946,502.8,1.0,1.0,2004-08-14,1703,Aqua,MODIS,100,6.2,400.1,1667.4,D,0.0,2004,8,Aug
-11.7019,-58.8101,417.5,4.0,1.9,2004-08-15,1456,Terra,MODIS,100,6.2,305.4,2771.7,D,0.0,2004,8,Aug
-11.6972,-58.8041,416.9,4.0,1.9,2004-08-15,1456,Terra,MODIS,100,6.2,305.8,2728.5,D,0.0,2004,8,Aug
-11.6929,-58.8402,406.2,4.0,1.9,2004-08-15,1456,Terra,MODIS,100,6.2,304.5,2124.7,D,0.0,2004,8,Aug
-12.9118,-60.3851,499.7,1.0,1.0,2004-08-15,1745,Aqua,MODIS,100,6.2,400.1,1612.9,D,0.0,2004,8,Aug
-12.9131,-60.3944,499.5,1.0,1.0,2004-08-15,1745,Aqua,MODIS,100,6.2,400.1,1605.8,D,0.0,2004,8,Aug
-11.9899,-62.9584,492.7,1.1,1.0,2004-08-15,1745,Aqua,MODIS,100,6.2,337.3,1600.9,D,0.0,2004,8,Aug
-9.0747,-61.913000000000004,499.6,1.0,1.0,2004-08-15,1746,Aqua,MODIS,100,6.2,400.1,1586.0,D,0.0,2004,8,Aug
-10.008,-64.1807,500.9,1.2,1.1,2004-08-15,1746,Aqua,MODIS,100,6.2,333.1,2040.9,D,0.0,2004,8,Aug
-9.0088,-62.6765,499.5,1.0,1.0,2004-08-15,1746,Aqua,MODIS,87,6.2,400.1,1620.0,D,0.0,2004,8,Aug
-9.0075,-62.6673,499.7,1.0,1.0,2004-08-15,1746,Aqua,MODIS,94,6.2,400.1,1624.0,D,0.0,2004,8,Aug
-8.9189,-50.9016,484.0,1.2,1.1,2004-08-16,1650,Aqua,MODIS,100,6.2,333.9,1703.7,D,0.0,2004,8,Aug
-9.9689,-51.9244,463.1,1.5,1.2,2004-08-16,1650,Aqua,MODIS,100,6.2,326.3,1575.9,D,0.0,2004,8,Aug
-9.9638,-51.9181,471.2,1.5,1.2,2004-08-16,1650,Aqua,MODIS,100,6.2,322.7,1803.1,D,0.0,2004,8,Aug
-7.7157,-55.3336,442.5,2.5,1.5,2004-08-16,1651,Aqua,MODIS,100,6.2,312.3,2305.1,D,0.0,2004,8,Aug
-8.2128,-55.053999999999995,430.5,2.4,1.5,2004-08-16,1651,Aqua,MODIS,100,6.2,307.1,1731.7,D,0.0,2004,8,Aug
-8.5025,-51.0706,500.1,1.2,1.1,2004-08-16,1651,Aqua,MODIS,100,6.2,400.1,2202.5,D,0.0,2004,8,Aug
-8.5124,-51.0692,491.6,1.2,1.1,2004-08-16,1651,Aqua,MODIS,100,6.2,400.1,1942.7,D,0.0,2004,8,Aug
-6.8313,-51.5225,487.5,1.3,1.1,2004-08-16,1651,Aqua,MODIS,100,6.2,332.3,1861.0,D,0.0,2004,8,Aug
-6.3615,-51.1591,499.8,1.2,1.1,2004-08-16,1651,Aqua,MODIS,100,6.2,400.1,2053.0,D,0.0,2004,8,Aug
-12.2238,-61.0719,391.7,4.7,2.0,2004-08-16,1828,Aqua,MODIS,100,6.2,304.0,1889.6,D,0.0,2004,8,Aug
-11.7247,-58.823,500.2,1.0,1.0,2004-08-17,1733,Aqua,MODIS,100,6.2,400.1,1624.7,D,0.0,2004,8,Aug
-12.6222,-61.9638,468.1,1.4,1.2,2004-08-17,1733,Aqua,MODIS,100,6.2,318.4,1626.3,D,0.0,2004,8,Aug
-10.4423,-52.0575,433.4,2.2,1.4,2004-08-17,1733,Aqua,MODIS,100,6.2,311.4,1582.8,D,0.0,2004,8,Aug
-10.4418,-52.0501,436.4,2.2,1.4,2004-08-17,1733,Aqua,MODIS,100,6.2,309.4,1682.1,D,0.0,2004,8,Aug
-9.0369,-61.662,500.1,1.2,1.1,2004-08-17,1734,Aqua,MODIS,100,6.2,341.9,2160.5,D,0.0,2004,8,Aug
-9.2079,-61.5696,485.5,1.2,1.1,2004-08-17,1734,Aqua,MODIS,100,6.2,323.1,1712.5,D,0.0,2004,8,Aug
-9.2094,-61.5806,483.6,1.2,1.1,2004-08-17,1734,Aqua,MODIS,100,6.2,323.5,1666.9,D,0.0,2004,8,Aug
-7.3434,-59.8382,499.3,1.0,1.0,2004-08-17,1734,Aqua,MODIS,100,6.2,400.1,1603.9,D,0.0,2004,8,Aug
-7.3421,-59.8291,499.3,1.0,1.0,2004-08-17,1734,Aqua,MODIS,100,6.2,400.1,1605.2,D,0.0,2004,8,Aug
-5.6214,-53.4021,457.9,2.1,1.4,2004-08-17,1734,Aqua,MODIS,94,6.2,317.3,2391.2,D,0.0,2004,8,Aug
-8.6423,-55.136,472.9,1.4,1.2,2004-08-17,1734,Aqua,MODIS,94,6.2,315.3,1691.9,D,0.0,2004,8,Aug
-9.8576,-63.9855,460.0,1.8,1.3,2004-08-17,1734,Aqua,MODIS,100,6.2,314.8,2015.3,D,0.0,2004,8,Aug
