frp,latitude,longitude,instrument,is_top_point
0.6,-9.22987,-65.38488000000001,VIIRS,False
0.9,-9.21293,-65.43736,VIIRS,False
0.9,-9.214030000000001,-65.43178,VIIRS,False
1.3,-9.22696,-65.39115,VIIRS,False
1.3,-9.22775,-65.38483000000001,VIIRS,False
6.9,-9.2296,-65.38828000000001,VIIRS,False
6.9,-9.22527,-65.38889,VIIRS,False
5.1,-9.22605,-65.42674,VIIRS,False
6.4,-9.21302,-65.42855,VIIRS,False
6.8,-9.19622,-65.4352,VIIRS,False
5.7,-9.22649,-65.33385,VIIRS,False
6.4,-9.2168,-65.42381,VIIRS,False
7.5,-9.217939999999999,-65.43217,VIIRS,False
7.5,-9.2136,-65.43278000000001,VIIRS,False
11.9,-9.23039,-65.4261,VIIRS,False
4.4,-9.23075,-65.39661,VIIRS,False
9.1,-9.21039,-65.44178000000001,VIIRS,False
0.7,-9.21989,-65.43491,VIIRS,False
2.5,-9.220369999999999,-65.44054,VIIRS,False
1.1,-9.21913,-65.4408,VIIRS,False
1.5,-9.23115,-65.3997,VIIRS,False
1.6,-9.2296,-65.39986999999999,VIIRS,False
1.7,-9.21611,-65.43398,VIIRS,False
1.5,-9.23156,-65.39673,VIIRS,False
0.8,-9.22608,-65.39899,VIIRS,False
1.1,-9.219510000000001,-65.43782,VIIRS,False
1.7,-9.22568,-65.39025,VIIRS,False
1.6,-9.22998,-65.39690999999999,VIIRS,False
40.2,-9.22005,-65.43314000000001,VIIRS,False
8.6,-9.22649,-65.3877,VIIRS,False
7.3,-9.227039999999999,-65.39211,VIIRS,False
15.8,-9.221169999999999,-65.44205,VIIRS,False
15.8,-9.22062,-65.43768,VIIRS,False
0.9,-9.22418,-65.44001,VIIRS,False
1.0,-9.22388,-65.39021,VIIRS,False
0.9,-9.22354,-65.44444,VIIRS,False
4.4,-9.21322,-65.31065,VIIRS,False
3.9,-9.21234,-65.33759,VIIRS,False
4.4,-9.21388,-65.31432,VIIRS,False
295.8,-9.22212,-65.33779,VIIRS,False
15.2,-9.21234,-65.31624000000001,VIIRS,False
121.2,-9.21517,-65.33133000000001,VIIRS,False
4.3,-9.22562,-65.31583,VIIRS,False
379.5,-9.224169999999999,-65.33965,VIIRS,False
150.0,-9.22547,-65.34685999999999,VIIRS,False
98.2,-9.22701,-65.33327,VIIRS,False
194.4,-9.22974,-65.34788,VIIRS,False
194.4,-9.22907,-65.34425999999999,VIIRS,False
295.8,-9.2228,-65.34141,VIIRS,False
98.2,-9.22146,-65.33426999999999,VIIRS,False
16.9,-9.22556,-65.3561,VIIRS,False
8.6,-9.22625,-65.35983,VIIRS,False
39.3,-9.220080000000001,-65.3269,VIIRS,False
15.2,-9.21301,-65.31981999999999,VIIRS,False
75.2,-9.21791,-65.34589,VIIRS,False
9.1,-9.22909,-65.33514,VIIRS,False
5.6,-9.230410000000001,-65.3425,VIIRS,False
4.7,-9.231060000000001,-65.34612,VIIRS,False
150.0,-9.22057,-65.35146,VIIRS,False
76.3,-9.215910000000001,-65.3256,VIIRS,False
379.5,-9.218580000000001,-65.34039,VIIRS,False
6.4,-9.21301,-65.34129,VIIRS,False
121.2,-9.215860000000001,-65.33496,VIIRS,False
3.9,-9.21167,-65.33389,VIIRS,False
343.6,-9.22288,-65.33244,VIIRS,False
5.8,-9.21032,-65.32638,VIIRS,False
5.8,-9.211,-65.33017,VIIRS,False
76.3,-9.22223,-65.32885,VIIRS,False
20.3,-9.22747,-65.35799,VIIRS,False
295.8,-9.227730000000001,-65.33711,VIIRS,False
12.3,-9.21167,-65.31265,VIIRS,False
75.2,-9.21861,-65.3496,VIIRS,False
343.6,-9.223519999999999,-65.33603000000001,VIIRS,False
76.3,-9.21663,-65.32956999999999,VIIRS,False
379.5,-9.21923,-65.34404,VIIRS,False
5.8,-9.20475,-65.32732,VIIRS,False
57.6,-9.21446,-65.32753000000001,VIIRS,False
57.6,-9.21372,-65.32359,VIIRS,False
269.0,-9.21654,-65.33856999999999,VIIRS,False
150.0,-9.22613,-65.35056,VIIRS,False
76.3,-9.22149,-65.32474,VIIRS,False
16.9,-9.224860000000001,-65.35239,VIIRS,False
57.6,-9.20815,-65.32451999999999,VIIRS,False
150.0,-9.2199,-65.34772,VIIRS,False
295.8,-9.22841,-65.34071999999999,VIIRS,False
98.2,-9.22081,-65.33077,VIIRS,False
4.7,-9.231710000000001,-65.34976,VIIRS,False
29.9,-9.20963,-65.32257,VIIRS,False
379.5,-9.22482,-65.34324000000001,VIIRS,False
5.6,-9.22977,-65.33896,VIIRS,False
194.4,-9.224160000000001,-65.34868,VIIRS,False
194.4,-9.22348,-65.34501,VIIRS,False
20.3,-9.2268,-65.35427,VIIRS,False
2.0,-9.24006,-65.42553000000001,VIIRS,False
0.6,-9.23949,-65.42912,VIIRS,False
0.7,-9.21475,-65.32594,VIIRS,False
0.7,-9.21532,-65.32238000000001,VIIRS,False
0.7,-9.21868,-65.32291,VIIRS,False
1.5,-9.22471,-65.34956,VIIRS,False
5.7,-9.265789999999999,-65.43751999999999,VIIRS,False
547.0,-9.265089999999999,-65.40881999999999,VIIRS,False
5.2,-9.25896,-65.44595,VIIRS,False
5.7,-9.26178,-65.4382,VIIRS,False
77.8,-9.25768,-65.4139,VIIRS,False
3.6,-9.22608,-65.3497,VIIRS,False
10.4,-9.219619999999999,-65.33617,VIIRS,False
8.4,-9.279,-65.44251,VIIRS,False
8.4,-9.278410000000001,-65.439,VIIRS,False
5.1,-9.2287,-65.3894,VIIRS,False
7.6,-9.270389999999999,-65.44035,VIIRS,False
4.3,-9.22082,-65.3432,VIIRS,False
7.6,-9.274989999999999,-65.44319,VIIRS,False
6.2,-9.26638,-65.44104,VIIRS,False
6.2,-9.26698,-65.44456,VIIRS,False
6.2,-9.262369999999999,-65.44171999999999,VIIRS,False
6.2,-9.26297,-65.44526,VIIRS,False
4.3,-9.22022,-65.33968,VIIRS,False
3.6,-9.225480000000001,-65.34615,VIIRS,False
21.8,-9.26757,-65.4481,VIIRS,False
7.6,-9.27098,-65.44386999999999,VIIRS,False
3.0,-9.23937,-65.42775999999999,VIIRS,False
5.2,-9.25836,-65.44241,VIIRS,False
3.2,-9.24199,-65.39448,VIIRS,False
3.6,-9.22204,-65.35032,VIIRS,False
4.3,-9.22488,-65.34262,VIIRS,False
3.6,-9.22143,-65.34675,VIIRS,False
4.3,-9.22428,-65.33910999999999,VIIRS,False
4.0,-9.21716,-65.32172,VIIRS,False
21.8,-9.26357,-65.44883,VIIRS,False
190.0,-9.260489999999999,-65.40609,VIIRS,False
4.9,-9.24483,-65.38682,VIIRS,False
8.2,-9.23736,-65.39161999999999,VIIRS,False
5.6,-9.22462,-65.39439,VIIRS,False
1.5,-9.26408,-65.41098000000001,VIIRS,False
1.2,-9.26127,-65.40203000000001,VIIRS,False
0.9,-9.220239999999999,-65.34248000000001,VIIRS,False
1.5,-9.2648,-65.40689,VIIRS,False
1.5,-9.25986,-65.41004000000001,VIIRS,False
2.2,-9.25915,-65.41405,VIIRS,False
1.9,-9.2235,-65.42564,VIIRS,False
1.7,-9.2238,-65.34721,VIIRS,False
2.3,-9.22095,-65.33842,VIIRS,False
0.9,-9.21955,-65.34651,VIIRS,False
1.5,-9.26057,-65.40602,VIIRS,False
1.2,-9.26552,-65.40281999999999,VIIRS,False
2.2,-9.26336,-65.41505,VIIRS,False
7.6,-9.264339999999999,-65.41727,VIIRS,False
7.6,-9.26505,-65.42228,VIIRS,False
13.1,-9.26041,-65.41773,VIIRS,False
0.8,-9.31052,-65.41194,VIIRS,False
25.5,-9.282680000000001,-65.41456,VIIRS,False
7.5,-9.29085,-65.40873,VIIRS,False
4.3,-9.29162,-65.41320999999999,VIIRS,False
40.8,-9.281930000000001,-65.41019,VIIRS,False
25.5,-9.287139999999999,-65.41386,VIIRS,False
40.8,-9.281189999999999,-65.40589,VIIRS,False
40.8,-9.286389999999999,-65.40946,VIIRS,False
5.9,-9.29086,-65.40843000000001,VIIRS,False
2.0,-9.29684,-65.41436,VIIRS,False
0.7,-9.29619,-65.41906,VIIRS,False
2.0,-9.29749,-65.40961,VIIRS,False
8.5,-9.297989999999999,-65.41232,VIIRS,False
9.8,-9.23858,-65.41038,VIIRS,False
3.6,-9.23189,-65.41166,VIIRS,False
9.3,-9.28777,-65.41348,VIIRS,False
9.3,-9.28893,-65.41943,VIIRS,False
9.2,-9.301160000000001,-65.41107,VIIRS,False
2.5,-9.29111,-65.41086999999999,VIIRS,False
8.7,-9.286539999999999,-65.41785,VIIRS,False
3.2,-9.28425,-65.41837,VIIRS,False
3.2,-9.28768,-65.4189,VIIRS,False
0.8,-9.29455,-65.41141999999999,VIIRS,False
0.8,-9.297989999999999,-65.41194,VIIRS,False
1.1,-9.23607,-65.41096,VIIRS,False
1.1,-9.235489999999999,-65.41476999999999,VIIRS,False
0.7,-9.28138,-65.41405999999999,VIIRS,False
1.5,-9.20169,-65.42881,VIIRS,False
5.6,-9.288260000000001,-65.41515,VIIRS,False
5.6,-9.28482,-65.4146,VIIRS,False
2.5,-9.28711,-65.41409,VIIRS,False
15.4,-9.28456,-65.419,VIIRS,False
15.2,-9.28851,-65.41261,VIIRS,False
46.4,-9.20716,-65.44681,VIIRS,False
37.1,-9.28341,-65.41589,VIIRS,False
37.1,-9.28838,-65.41512,VIIRS,False
15.4,-9.283539999999999,-65.41338,VIIRS,False
15.2,-9.28955,-65.4183,VIIRS,False
5.0,-9.29844,-65.411,VIIRS,False
1.3,-9.28401,-65.41516,VIIRS,False
0.9,-9.296,-65.40884,VIIRS,False
1.3,-9.287560000000001,-65.41574,VIIRS,False
0.7,-9.20313,-65.42761999999999,VIIRS,False
16.4,-9.20732,-65.44569,VIIRS,False
21.8,-9.23174,-65.41081,VIIRS,False
4.0,-9.24634,-65.41354,VIIRS,False
10.9,-9.29093,-65.41068,VIIRS,False
6.9,-9.28727,-65.41123,VIIRS,False
4.9,-9.24182,-65.42694,VIIRS,False
6.3,-9.20454,-65.4285,VIIRS,False
9.5,-9.23085,-65.42871,VIIRS,False
10.9,-9.290230000000001,-65.40635999999999,VIIRS,False
2.9,-9.29825,-65.40948,VIIRS,False
4.8,-9.24708,-65.41283,VIIRS,False
4.9,-9.23817,-65.42759000000001,VIIRS,False
4.4,-9.20662,-65.44136999999999,VIIRS,False
9.9,-9.28797,-65.41553,VIIRS,False
9.5,-9.23451,-65.42815999999999,VIIRS,False
4.5,-9.224910000000001,-65.43843000000001,VIIRS,False
78.0,-9.23125,-65.38426,VIIRS,False
21.8,-9.22808,-65.41141,VIIRS,False
1.8,-9.2327,-65.37838,VIIRS,False
2.7,-9.23076,-65.36209000000001,VIIRS,False
5.6,-9.22994,-65.36613,VIIRS,False
2.0,-9.23188,-65.41,VIIRS,False
1.8,-9.24809,-65.42903000000001,VIIRS,False
3.5,-9.22982,-65.36724,VIIRS,False
2.0,-9.23098,-65.415,VIIRS,False
8.4,-9.231580000000001,-65.41154,VIIRS,False
6.5,-9.2365,-65.41505,VIIRS,False
12.4,-9.22361,-65.35323000000001,VIIRS,False
6.3,-9.23732,-65.45356,VIIRS,False
4.7,-9.22908,-65.36088000000001,VIIRS,False
11.6,-9.24293,-65.39726999999999,VIIRS,False
6.9,-9.22965,-65.36505,VIIRS,False
3.7,-9.224739999999999,-65.36147,VIIRS,False
7.1,-9.23858,-65.39787,VIIRS,False
8.0,-9.23214,-65.41563000000001,VIIRS,False
9.6,-9.23194,-65.38175,VIIRS,False
14.4,-9.22588,-65.36979000000001,VIIRS,False
11.6,-9.24728,-65.39666,VIIRS,False
4.3,-9.22552,-65.35643,VIIRS,False
14.3,-9.217989999999999,-65.39331999999999,VIIRS,False
4.9,-9.212539999999999,-65.39854,VIIRS,False
5.2,-9.2191,-65.40221,VIIRS,False
14.3,-9.218539999999999,-65.39777,VIIRS,False
4.9,-9.21198,-65.39405,VIIRS,False
3.3,-9.204369999999999,-65.4309,VIIRS,False
0.8,-9.242980000000001,-65.45158,VIIRS,False
1.0,-9.24624,-65.42956,VIIRS,False
0.4,-9.2393,-65.45099,VIIRS,False
2.3,-9.21813,-65.38934,VIIRS,False
2.4,-9.24611,-65.42092,VIIRS,False
1.4,-9.21953,-65.38299,VIIRS,False
1475.5,-12.25885,-57.18298000000001,VIIRS,True
8.3,-12.28125,-57.16571999999999,VIIRS,False
8.8,-12.29083,-57.174580000000006,VIIRS,False
9.2,-12.28912,-57.16463,VIIRS,False
9.2,-12.28608,-57.169430000000006,VIIRS,False
13.7,-12.28669,-57.173719999999996,VIIRS,False
6.6,-12.292689999999999,-57.172880000000006,VIIRS,False
7.1,-12.29155,-57.173680000000004,VIIRS,False
10.6,-12.29697,-57.16665,VIIRS,False
23.7,-12.2859,-57.1688,VIIRS,False
11.3,-12.30567,-57.1662,VIIRS,False
10.5,-12.30686,-57.16536,VIIRS,False
6.6,-12.28708,-57.168,VIIRS,False
6.6,-12.28775,-57.17358,VIIRS,False
6.6,-12.29203,-57.16731,VIIRS,False
18.7,-12.286610000000001,-57.174380000000006,VIIRS,False
7.1,-12.296489999999999,-57.173,VIIRS,False
12.3,-12.29578,-57.16745,VIIRS,False
10.6,-12.29764,-57.17221,VIIRS,False
11.3,-12.30495,-57.1606,VIIRS,False
12.3,-12.29084,-57.16811,VIIRS,False
1.3,-12.28557,-57.17343,VIIRS,False
1.1,-12.28519,-57.17369,VIIRS,False
11.9,-12.28397,-57.167840000000005,VIIRS,False
10.1,-12.28329,-57.163619999999995,VIIRS,False
47.9,-12.23012,-57.26716,VIIRS,False
8.9,-12.28758,-57.16726,VIIRS,False
12.9,-12.287139999999999,-57.17403,VIIRS,False
6.6,-12.29959,-57.17134,VIIRS,False
2.3,-12.29807,-57.1747,VIIRS,False
13.6,-12.30147,-57.169230000000006,VIIRS,False
12.8,-12.30068,-57.17187,VIIRS,False
12.2,-12.29747,-57.167719999999996,VIIRS,False
5.4,-12.29848,-57.17321,VIIRS,False
12.2,-12.30231,-57.166819999999994,VIIRS,False
5.4,-12.30331,-57.172290000000004,VIIRS,False
8.8,-12.30223,-57.16848,VIIRS,False
9.1,-12.297930000000001,-57.16485,VIIRS,False
8.8,-12.30515,-57.16365,VIIRS,False
9.1,-12.298630000000001,-57.169090000000004,VIIRS,False
216.2,-12.26799,-57.17403,VIIRS,False
692.2,-12.260639999999999,-57.1713,VIIRS,False
216.2,-12.2714,-57.17354,VIIRS,False
10.6,-12.2635,-57.16709,VIIRS,False
692.2,-12.26404,-57.170809999999996,VIIRS,False
692.2,-12.26118,-57.175019999999996,VIIRS,False
1475.5,-12.25885,-57.18298000000001,VIIRS,False
216.2,-12.27086,-57.169819999999994,VIIRS,False
692.2,-12.26458,-57.174519999999994,VIIRS,False
1920.2,-12.257769999999999,-57.17553,VIIRS,False
67.3,-12.27032,-57.1661,VIIRS,False
6.6,-12.28054,-57.16458000000001,VIIRS,False
22.5,-12.27427,-57.169309999999996,VIIRS,False
216.2,-12.26745,-57.17031,VIIRS,False
22.5,-12.27768,-57.16881,VIIRS,False
28.2,-12.27373,-57.16559,VIIRS,False
285.8,-12.265130000000001,-57.17824,VIIRS,False
285.8,-12.26172,-57.178740000000005,VIIRS,False
11.8,-12.26854,-57.17776,VIIRS,False
1475.5,-12.25831,-57.17924,VIIRS,False
67.3,-12.266910000000001,-57.16659,VIIRS,False
7.8,-12.300130000000001,-57.166140000000006,VIIRS,False
8.1,-12.29571,-57.16673,VIIRS,False
8.8,-12.3034,-57.16007,VIIRS,False
6.3,-12.26642,-57.17463000000001,VIIRS,False
6.3,-12.2625,-57.17539,VIIRS,False
8.9,-12.29796,-57.169230000000006,VIIRS,False
12.8,-12.30498,-57.16271,VIIRS,False
5.4,-12.258560000000001,-57.1761,VIIRS,False
8.9,-12.29315,-57.164719999999996,VIIRS,False
8.7,-12.28761,-57.1627,VIIRS,False
4.2,-12.25942,-57.1812,VIIRS,False
6.2,-12.285260000000001,-57.166030000000006,VIIRS,False
6.2,-12.28921,-57.165380000000006,VIIRS,False
11.9,-12.29969,-57.16836,VIIRS,False
10.6,-12.260639999999999,-57.178999999999995,VIIRS,False
14.3,-12.2871,-57.16494,VIIRS,False
16.7,-12.264619999999999,-57.178509999999996,VIIRS,False
8.3,-12.29969,-57.166169999999994,VIIRS,False
8.3,-12.2963,-57.16672,VIIRS,False
5.9,-12.25962,-57.177080000000004,VIIRS,False
5.9,-12.263010000000001,-57.17653000000001,VIIRS,False
4.3,-12.2602,-57.18079,VIIRS,False
4.3,-12.263589999999999,-57.18023,VIIRS,False
11.5,-12.26473,-57.175169999999994,VIIRS,False
7.6,-12.27985,-57.17738000000001,VIIRS,False
5.6,-12.28167,-57.164159999999995,VIIRS,False
8.0,-12.30401,-57.16518000000001,VIIRS,False
7.8,-12.29701,-57.1669,VIIRS,False
12.1,-12.30368,-57.161609999999996,VIIRS,False
9.7,-12.2617,-57.17991,VIIRS,False
8.2,-12.29676,-57.166230000000006,VIIRS,False
11.7,-12.3034,-57.16095,VIIRS,False
7.8,-12.29759,-57.171130000000005,VIIRS,False
8.5,-12.2611,-57.17566,VIIRS,False
8.0,-12.30038,-57.16571,VIIRS,False
8.2,-12.297360000000001,-57.17045,VIIRS,False
7.8,-12.30063,-57.166380000000004,VIIRS,False
6.8,-12.26533,-57.17941999999999,VIIRS,False
10.6,-12.30188,-57.1706,VIIRS,False
5.7,-12.2638,-57.17349,VIIRS,False
8.3,-12.29425,-57.17236,VIIRS,False
5.4,-12.297039999999999,-57.1683,VIIRS,False
5.1,-12.264339999999999,-57.17702,VIIRS,False
8.6,-12.29093,-57.172880000000006,VIIRS,False
5.1,-12.26101,-57.17754,VIIRS,False
5.4,-12.29372,-57.16882,VIIRS,False
9.8,-12.28707,-57.16986,VIIRS,False
5.6,-12.28375,-57.17038,VIIRS,False
1.3,-12.29481,-57.17321999999999,VIIRS,False
1.6,-12.294139999999999,-57.176719999999996,VIIRS,False
1475.5,-12.25831,-57.17924,VIIRS,True
8.3,-12.28125,-57.16571999999999,VIIRS,False
8.8,-12.29083,-57.174580000000006,VIIRS,False
9.2,-12.28912,-57.16463,VIIRS,False
9.2,-12.28608,-57.169430000000006,VIIRS,False
13.7,-12.28669,-57.173719999999996,VIIRS,False
6.6,-12.292689999999999,-57.172880000000006,VIIRS,False
7.1,-12.29155,-57.173680000000004,VIIRS,False
10.6,-12.29697,-57.16665,VIIRS,False
23.7,-12.2859,-57.1688,VIIRS,False
11.3,-12.30567,-57.1662,VIIRS,False
10.5,-12.30686,-57.16536,VIIRS,False
6.6,-12.28708,-57.168,VIIRS,False
6.6,-12.28775,-57.17358,VIIRS,False
6.6,-12.29203,-57.16731,VIIRS,False
18.7,-12.286610000000001,-57.174380000000006,VIIRS,False
7.1,-12.296489999999999,-57.173,VIIRS,False
12.3,-12.29578,-57.16745,VIIRS,False
10.6,-12.29764,-57.17221,VIIRS,False
11.3,-12.30495,-57.1606,VIIRS,False
12.3,-12.29084,-57.16811,VIIRS,False
1.3,-12.28557,-57.17343,VIIRS,False
1.1,-12.28519,-57.17369,VIIRS,False
11.9,-12.28397,-57.167840000000005,VIIRS,False
10.1,-12.28329,-57.163619999999995,VIIRS,False
8.9,-12.28758,-57.16726,VIIRS,False
12.9,-12.287139999999999,-57.17403,VIIRS,False
6.6,-12.29959,-57.17134,VIIRS,False
2.3,-12.29807,-57.1747,VIIRS,False
13.6,-12.30147,-57.169230000000006,VIIRS,False
12.8,-12.30068,-57.17187,VIIRS,False
12.2,-12.29747,-57.167719999999996,VIIRS,False
5.4,-12.29848,-57.17321,VIIRS,False
12.2,-12.30231,-57.166819999999994,VIIRS,False
5.4,-12.30331,-57.172290000000004,VIIRS,False
8.8,-12.30223,-57.16848,VIIRS,False
9.1,-12.297930000000001,-57.16485,VIIRS,False
8.8,-12.30515,-57.16365,VIIRS,False
9.1,-12.298630000000001,-57.169090000000004,VIIRS,False
216.2,-12.26799,-57.17403,VIIRS,False
692.2,-12.260639999999999,-57.1713,VIIRS,False
216.2,-12.2714,-57.17354,VIIRS,False
10.6,-12.2635,-57.16709,VIIRS,False
692.2,-12.26404,-57.170809999999996,VIIRS,False
692.2,-12.26118,-57.175019999999996,VIIRS,False
1475.5,-12.25885,-57.18298000000001,VIIRS,False
216.2,-12.27086,-57.169819999999994,VIIRS,False
692.2,-12.26458,-57.174519999999994,VIIRS,False
1920.2,-12.257769999999999,-57.17553,VIIRS,False
67.3,-12.27032,-57.1661,VIIRS,False
6.6,-12.28054,-57.16458000000001,VIIRS,False
22.5,-12.27427,-57.169309999999996,VIIRS,False
216.2,-12.26745,-57.17031,VIIRS,False
22.5,-12.27768,-57.16881,VIIRS,False
28.2,-12.27373,-57.16559,VIIRS,False
285.8,-12.265130000000001,-57.17824,VIIRS,False
285.8,-12.26172,-57.178740000000005,VIIRS,False
11.8,-12.26854,-57.17776,VIIRS,False
1475.5,-12.25831,-57.17924,VIIRS,False
67.3,-12.266910000000001,-57.16659,VIIRS,False
7.8,-12.300130000000001,-57.166140000000006,VIIRS,False
8.1,-12.29571,-57.16673,VIIRS,False
8.8,-12.3034,-57.16007,VIIRS,False
6.3,-12.26642,-57.17463000000001,VIIRS,False
6.3,-12.2625,-57.17539,VIIRS,False
8.9,-12.29796,-57.169230000000006,VIIRS,False
12.8,-12.30498,-57.16271,VIIRS,False
5.4,-12.258560000000001,-57.1761,VIIRS,False
8.9,-12.29315,-57.164719999999996,VIIRS,False
8.7,-12.28761,-57.1627,VIIRS,False
4.2,-12.25942,-57.1812,VIIRS,False
6.2,-12.285260000000001,-57.166030000000006,VIIRS,False
6.2,-12.28921,-57.165380000000006,VIIRS,False
11.9,-12.29969,-57.16836,VIIRS,False
10.6,-12.260639999999999,-57.178999999999995,VIIRS,False
14.3,-12.2871,-57.16494,VIIRS,False
16.7,-12.264619999999999,-57.178509999999996,VIIRS,False
8.3,-12.29969,-57.166169999999994,VIIRS,False
8.3,-12.2963,-57.16672,VIIRS,False
5.9,-12.25962,-57.177080000000004,VIIRS,False
5.9,-12.263010000000001,-57.17653000000001,VIIRS,False
4.3,-12.2602,-57.18079,VIIRS,False
4.3,-12.263589999999999,-57.18023,VIIRS,False
11.5,-12.26473,-57.175169999999994,VIIRS,False
7.6,-12.27985,-57.17738000000001,VIIRS,False
5.6,-12.28167,-57.164159999999995,VIIRS,False
8.0,-12.30401,-57.16518000000001,VIIRS,False
7.8,-12.29701,-57.1669,VIIRS,False
12.1,-12.30368,-57.161609999999996,VIIRS,False
9.7,-12.2617,-57.17991,VIIRS,False
8.2,-12.29676,-57.166230000000006,VIIRS,False
11.7,-12.3034,-57.16095,VIIRS,False
7.8,-12.29759,-57.171130000000005,VIIRS,False
8.5,-12.2611,-57.17566,VIIRS,False
8.0,-12.30038,-57.16571,VIIRS,False
8.2,-12.297360000000001,-57.17045,VIIRS,False
7.8,-12.30063,-57.166380000000004,VIIRS,False
6.8,-12.26533,-57.17941999999999,VIIRS,False
10.6,-12.30188,-57.1706,VIIRS,False
5.7,-12.2638,-57.17349,VIIRS,False
8.3,-12.29425,-57.17236,VIIRS,False
5.4,-12.297039999999999,-57.1683,VIIRS,False
5.1,-12.264339999999999,-57.17702,VIIRS,False
8.6,-12.29093,-57.172880000000006,VIIRS,False
5.1,-12.26101,-57.17754,VIIRS,False
5.4,-12.29372,-57.16882,VIIRS,False
9.8,-12.28707,-57.16986,VIIRS,False
5.6,-12.28375,-57.17038,VIIRS,False
1.3,-12.29481,-57.17321999999999,VIIRS,False
1.6,-12.294139999999999,-57.176719999999996,VIIRS,False
1583.4,-12.74587,-52.00993,VIIRS,True
52.2,-12.7775,-52.06975,VIIRS,False
42.0,-12.77697,-52.06558,VIIRS,False
74.1,-12.776760000000001,-52.06823,VIIRS,False
13.0,-12.75539,-51.97244,VIIRS,False
6.7,-12.7561,-51.97605,VIIRS,False
6.7,-12.75682,-51.979659999999996,VIIRS,False
7.6,-12.757530000000001,-51.983259999999994,VIIRS,False
8.5,-12.76037,-51.99765,VIIRS,False
8.5,-12.76108,-52.00127,VIIRS,False
6.7,-12.750630000000001,-51.9771,VIIRS,False
6.7,-12.75135,-51.980709999999995,VIIRS,False
7.6,-12.75206,-51.984320000000004,VIIRS,False
7.6,-12.75277,-51.98792,VIIRS,False
7.9,-12.75775,-52.01308,VIIRS,False
7.9,-12.75844,-52.01656,VIIRS,False
29.1,-12.75419,-51.995090000000005,VIIRS,False
8.5,-12.7549,-51.99869,VIIRS,False
8.5,-12.75561,-52.00229,VIIRS,False
14.4,-12.75633,-52.00591,VIIRS,False
14.4,-12.75704,-52.00951,VIIRS,False
7.8,-12.7554,-51.970690000000005,VIIRS,False
7.8,-12.756089999999999,-51.97432,VIIRS,False
17.1,-12.75062,-51.97537,VIIRS,False
148.8,-12.75543,-52.000659999999996,VIIRS,False
148.8,-12.75612,-52.00427,VIIRS,False
237.5,-12.7568,-52.0079,VIIRS,False
148.8,-12.75065,-52.00529,VIIRS,False
237.5,-12.751339999999999,-52.00892,VIIRS,False
916.7,-12.744489999999999,-52.00273,VIIRS,False
1583.4,-12.74587,-52.00993,VIIRS,False
1.0,-12.74381,-52.01486,VIIRS,False
0.7,-12.75212,-52.00529,VIIRS,False
1.0,-12.74436,-52.011309999999995,VIIRS,False
1.4,-12.74491,-52.00777,VIIRS,False
1.2,-12.747689999999999,-52.01185,VIIRS,False
1.0,-12.74049,-52.01432,VIIRS,False
0.7,-12.74879,-52.00475,VIIRS,False
0.7,-12.74824,-52.0083,VIIRS,False
0.7,-12.751560000000001,-52.00884,VIIRS,False
6.5,-12.75201,-52.00891,VIIRS,False
7.5,-12.79842,-52.01399,VIIRS,False
7.5,-12.80208,-52.01337,VIIRS,False
6.6,-12.80645,-52.01709,VIIRS,False
7.0,-12.74507,-52.01263,VIIRS,False
1589.3,-12.24593,-57.095659999999995,VIIRS,True
13.0,-12.26322,-57.179990000000004,VIIRS,False
11.5,-12.2226,-57.110209999999995,VIIRS,False
27.4,-12.22759,-57.114380000000004,VIIRS,False
26.6,-12.23119,-57.11384,VIIRS,False
365.8,-12.224680000000001,-57.09336999999999,VIIRS,False
10.7,-12.24691,-57.09451,VIIRS,False
212.5,-12.234919999999999,-57.08764,VIIRS,False
39.7,-12.23189,-57.092330000000004,VIIRS,False
17.4,-12.222000000000001,-57.106,VIIRS,False
12.3,-12.21979,-57.111259999999994,VIIRS,False
39.7,-12.228860000000001,-57.097030000000004,VIIRS,False
16.0,-12.2355,-57.09182,VIIRS,False
14.2,-12.22875,-57.1228,VIIRS,False
212.5,-12.22642,-57.105959999999996,VIIRS,False
27.4,-12.227,-57.11016,VIIRS,False
365.8,-12.22526,-57.097559999999994,VIIRS,False
17.2,-12.23178,-57.11805,VIIRS,False
491.2,-12.22945,-57.10122,VIIRS,False
11.5,-12.219000000000001,-57.11075,VIIRS,False
27.4,-12.2234,-57.11071,VIIRS,False
26.6,-12.23061,-57.10964,VIIRS,False
39.7,-12.23247,-57.096509999999995,VIIRS,False
212.5,-12.23433,-57.08345,VIIRS,False
491.2,-12.230030000000001,-57.105430000000005,VIIRS,False
39.7,-12.22828,-57.09284,VIIRS,False
212.5,-12.22584,-57.10175,VIIRS,False
82.8,-12.2241,-57.089180000000006,VIIRS,False
14.2,-12.22817,-57.118590000000005,VIIRS,False
212.5,-12.22224,-57.10229,VIIRS,False
212.5,-12.22282,-57.1065,VIIRS,False
3.1,-12.23045,-57.09036999999999,VIIRS,False
3.1,-12.22932,-57.09584,VIIRS,False
4.5,-12.242239999999999,-57.09899,VIIRS,False
5.8,-12.234639999999999,-57.10295,VIIRS,False
3.1,-12.22282,-57.094480000000004,VIIRS,False
5.8,-12.2411,-57.104569999999995,VIIRS,False
4.5,-12.23579,-57.097359999999995,VIIRS,False
