frp,day,time,latitude,longitude,instrument,is_top_point,group_id
12.6,2015-08-20,18:47:00,-9.98374,-64.70304,VIIRS,False,4307875
18.3,2015-08-20,18:47:00,-9.9847,-64.702,VIIRS,False,4307875
21.0,2015-08-20,18:47:00,-10.00625,-64.67189,VIIRS,False,4307875
19.5,2015-08-20,18:47:00,-10.00862,-64.67715,VIIRS,False,4307875
26.7,2015-08-20,18:47:00,-10.001710000000001,-64.67866,VIIRS,False,4307875
21.0,2015-08-20,18:47:00,-10.00755,-64.67835,VIIRS,False,4307875
18.4,2015-08-20,18:47:00,-10.01881,-64.66269,VIIRS,False,4307875
1.2,2015-08-21,05:53:00,-9.987160000000001,-64.70544,VIIRS,False,4307875
1.6,2015-08-21,05:53:00,-10.00582,-64.67872,VIIRS,False,4307875
9.4,2015-08-21,18:28:00,-9.99024,-64.70893000000001,VIIRS,False,4307875
20.5,2015-08-21,18:28:00,-9.98911,-64.70269,VIIRS,False,4307875
14.3,2015-08-21,18:28:00,-9.99429,-64.7018,VIIRS,False,4307875
9.4,2015-08-21,18:28:00,-9.98967,-64.7058,VIIRS,False,4307875
2.8,2015-08-21,18:28:00,-10.033439999999999,-64.68172,VIIRS,False,4307875
4.1,2015-08-21,18:28:00,-10.033489999999999,-64.679,VIIRS,False,4307875
2.0,2015-08-21,18:28:00,-10.03406,-64.68207,VIIRS,False,4307875
7.5,2015-08-21,18:28:00,-10.08817,-64.6857,VIIRS,False,4307875
12.5,2015-08-21,18:28:00,-10.087589999999999,-64.6825,VIIRS,False,4307875
12.7,2015-08-21,18:28:00,-9.99485,-64.70489,VIIRS,False,4307875
1.0,2015-08-22,05:34:00,-10.03065,-64.68045,VIIRS,False,4307875
1.0,2015-08-22,05:34:00,-10.03005,-64.68419,VIIRS,False,4307875
1.7,2015-08-22,05:34:00,-10.06034,-64.73445,VIIRS,False,4307875
1.9,2015-08-22,05:34:00,-9.991719999999999,-64.70454000000001,VIIRS,False,4307875
6.2,2015-08-22,18:09:00,-10.0895,-64.68333,VIIRS,False,4307875
2.7,2015-08-23,05:15:00,-10.02203,-64.67142,VIIRS,False,4307875
1.2,2015-08-23,05:15:00,-10.02031,-64.67359,VIIRS,False,4307875
1.2,2015-08-23,05:15:00,-10.0211,-64.66915999999999,VIIRS,False,4307875
31.1,2015-08-23,17:50:00,-10.01982,-64.67069000000001,VIIRS,False,4307875
31.1,2015-08-23,17:50:00,-10.01648,-64.6712,VIIRS,False,4307875
41.7,2015-08-30,17:19:00,-10.08746,-64.69875,VIIRS,False,4307875
23.1,2015-08-30,17:19:00,-10.04325,-64.68255,VIIRS,False,4307875
39.8,2015-08-30,17:19:00,-10.08886,-64.69849,VIIRS,False,4307875
17.8,2015-08-30,17:19:00,-10.08664,-64.6925,VIIRS,False,4307875
3.1,2015-08-30,17:19:00,-10.09141,-64.68876999999999,VIIRS,False,4307875
19.0,2015-08-30,17:19:00,-10.04285,-64.67942,VIIRS,False,4307875
39.8,2015-08-30,17:19:00,-10.08848,-64.69536,VIIRS,False,4307875
14.5,2015-08-30,17:19:00,-10.08733,-64.68604,VIIRS,False,4307875
9.5,2015-08-30,17:19:00,-10.08583,-64.68633,VIIRS,False,4307875
21.6,2015-08-30,17:19:00,-10.08809,-64.69224,VIIRS,False,4307875
17.8,2015-08-30,17:19:00,-10.08623,-64.6894,VIIRS,False,4307875
41.7,2015-08-30,17:19:00,-10.08705,-64.69561999999999,VIIRS,False,4307875
21.6,2015-08-30,17:19:00,-10.087710000000001,-64.68913,VIIRS,False,4307875
12.3,2015-09-04,17:25:00,-10.0905,-64.67482,VIIRS,False,4307875
9.1,2015-09-04,17:25:00,-10.08867,-64.67683000000001,VIIRS,False,4307875
9.1,2015-09-04,17:25:00,-10.09331,-64.67616,VIIRS,False,4307875
4.9,2015-09-05,17:06:00,-10.03532,-64.78783,VIIRS,False,4307875
5.6,2015-09-07,18:09:00,-10.108239999999999,-64.68024,VIIRS,False,4307875
14.3,2015-09-07,18:09:00,-10.10367,-64.67621,VIIRS,False,4307875
28.9,2015-09-07,18:09:00,-10.1023,-64.68048,VIIRS,False,4307875
42.6,2015-09-07,18:09:00,-10.07582,-64.73254,VIIRS,False,4307875
28.9,2015-09-07,18:09:00,-10.10608,-64.67985,VIIRS,False,4307875
42.6,2015-09-07,18:09:00,-10.07205,-64.73317,VIIRS,False,4307875
31.2,2015-09-07,18:09:00,-10.07884,-64.72729,VIIRS,False,4307875
4.2,2015-09-07,18:09:00,-10.109869999999999,-64.67921,VIIRS,False,4307875
20.0,2015-09-07,18:09:00,-10.10067,-64.6815,VIIRS,False,4307875
20.0,2015-09-07,18:09:00,-10.104460000000001,-64.68087,VIIRS,False,4307875
4.5,2015-09-07,18:09:00,-10.08563,-64.72137,VIIRS,False,4307875
14.3,2015-09-07,18:09:00,-10.09989,-64.67683000000001,VIIRS,False,4307875
1.9,2015-09-08,05:15:00,-10.07369,-64.73175,VIIRS,False,4307875
5.2,2015-09-08,17:50:00,-10.03448,-64.74215,VIIRS,False,4307875
4.3,2015-09-08,17:50:00,-10.15265,-64.71987,VIIRS,False,4307875
3.2,2015-09-08,17:50:00,-10.077960000000001,-64.73557,VIIRS,False,4307875
4.3,2015-09-08,17:50:00,-10.030610000000001,-64.7391,VIIRS,False,4307875
9.1,2015-09-08,17:50:00,-10.09158,-64.70006,VIIRS,False,4307875
49.0,2015-09-08,17:50:00,-10.0519,-64.72134,VIIRS,False,4307875
6.8,2015-09-08,17:50:00,-10.0373,-64.73808000000001,VIIRS,False,4307875
5.2,2015-09-08,17:50:00,-10.03783,-64.74164,VIIRS,False,4307875
88.5,2015-09-08,17:50:00,-10.093869999999999,-64.69245,VIIRS,False,4307875
6.8,2015-09-08,17:50:00,-10.03395,-64.73859,VIIRS,False,4307875
3.2,2015-09-08,17:50:00,-10.078489999999999,-64.73911,VIIRS,False,4307875
240.8,2015-09-08,17:50:00,-10.09493,-64.69955,VIIRS,False,4307875
8.3,2015-09-08,17:50:00,-10.052430000000001,-64.72488,VIIRS,False,4307875
240.8,2015-09-08,17:50:00,-10.0944,-64.696,VIIRS,False,4307875
4.5,2015-09-08,17:50:00,-10.14931,-64.72038,VIIRS,False,4307875
10.1,2015-09-09,17:31:00,-10.07881,-64.75721,VIIRS,False,4307875
53.0,2015-09-09,17:31:00,-10.08827,-64.76375,VIIRS,False,4307875
108.9,2015-09-09,17:31:00,-10.083,-64.7566,VIIRS,False,4307875
53.0,2015-09-09,17:31:00,-10.084610000000001,-64.7682,VIIRS,False,4307875
