latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type,daynight,year,month,month_name
-5.44845,-43.31888,348.0,0.56,0.52,2013-10-23,1652,N,VIIRS,n,1,290.9,288.6,0.0,,2013,10,Oct
-16.49461,-42.09554,367.0,0.4,0.37,2013-10-24,1630,N,VIIRS,h,1,352.3,357.8,0.0,,2013,10,Oct
-17.762529999999998,-51.34013,347.0,0.6,0.53,2013-10-24,1630,N,VIIRS,n,1,301.8,290.0,0.0,,2013,10,Oct
-4.8083,-45.86469,367.0,0.38,0.36,2013-10-24,1633,N,VIIRS,h,1,356.4,450.9,0.0,,2013,10,Oct
-4.11509,-47.98173,367.0,0.41,0.37,2013-10-24,1633,N,VIIRS,h,1,339.2,323.8,0.0,,2013,10,Oct
-5.0938300000000005,-44.99136,367.0,0.39,0.36,2013-10-24,1633,N,VIIRS,h,1,370.1,507.6,0.0,,2013,10,Oct
-5.09048,-44.99188,367.0,0.39,0.36,2013-10-24,1633,N,VIIRS,h,1,330.6,507.6,0.0,,2013,10,Oct
-4.11563,-47.98537,337.7,0.41,0.37,2013-10-24,1633,N,VIIRS,l,1,306.5,323.8,0.0,,2013,10,Oct
-3.5161300000000004,-50.80867,334.8,0.54,0.42,2013-10-24,1634,N,VIIRS,l,1,297.0,430.1,0.0,,2013,10,Oct
-2.81033,-49.77809,367.0,0.46,0.39,2013-10-24,1634,N,VIIRS,h,1,325.4,280.8,0.0,,2013,10,Oct
3.4556,-51.45357,367.0,0.48,0.4,2013-10-24,1636,N,VIIRS,h,1,344.8,769.3,0.0,,2013,10,Oct
-1.80446,-47.86287,367.0,0.44,0.46,2013-10-25,1615,N,VIIRS,h,1,336.5,511.8,0.0,,2013,10,Oct
-1.8008099999999998,-47.86745,333.1,0.44,0.46,2013-10-25,1615,N,VIIRS,n,1,294.2,283.7,0.0,,2013,10,Oct
-14.96979,-41.811690000000006,353.3,0.55,0.51,2013-10-26,1553,N,VIIRS,n,1,300.7,479.9,0.0,,2013,10,Oct
-14.965710000000001,-41.81763,367.0,0.55,0.51,2013-10-26,1553,N,VIIRS,h,1,348.7,479.9,0.0,,2013,10,Oct
-14.97042,-41.8168,351.1,0.55,0.51,2013-10-26,1553,N,VIIRS,n,1,299.7,479.9,0.0,,2013,10,Oct
-14.96507,-41.81248,367.0,0.55,0.51,2013-10-26,1553,N,VIIRS,l,1,380.0,479.9,0.0,,2013,10,Oct
-4.098409999999999,-44.65249,333.5,0.6,0.53,2013-10-26,1556,N,VIIRS,n,1,294.7,286.9,0.0,,2013,10,Oct
-3.6928099999999997,-45.46048,278.2,0.58,0.69,2013-10-27,1717,N,VIIRS,l,1,293.2,290.5,0.0,,2013,10,Oct
-16.496,-41.57716,336.7,0.6,0.53,2013-10-28,1655,N,VIIRS,n,1,299.0,303.8,0.0,,2013,10,Oct
-12.79652,-56.54241,208.0,0.45,0.63,2013-10-29,1638,N,VIIRS,l,1,308.4,289.2,0.0,,2013,10,Oct
-12.79602,-56.538090000000004,290.3,0.45,0.63,2013-10-29,1638,N,VIIRS,l,1,308.0,289.2,0.0,,2013,10,Oct
-11.45785,-44.74211,340.4,0.47,0.39,2013-10-30,1619,N,VIIRS,l,1,300.1,302.2,0.0,,2013,10,Oct
-5.32895,-40.405429999999996,367.0,0.43,0.38,2013-10-30,1620,N,VIIRS,h,1,351.9,284.5,0.0,,2013,10,Oct
-3.99232,-42.10456,367.0,0.39,0.36,2013-10-30,1621,N,VIIRS,l,1,339.6,520.2,0.0,,2013,10,Oct
-7.16363,-59.9273,345.5,0.6,0.53,2013-10-30,1801,N,VIIRS,n,1,289.9,290.3,0.0,,2013,10,Oct
-2.278,-53.699459999999995,332.3,0.43,0.46,2013-11-01,1724,N,VIIRS,n,1,290.6,464.9,0.0,,2013,11,Nov
-11.73673,-43.865359999999995,367.0,0.5,0.41,2013-11-03,1644,N,VIIRS,h,1,335.3,364.9,0.0,,2013,11,Nov
-11.74498,-43.86866,345.5,0.5,0.41,2013-11-03,1644,N,VIIRS,n,1,309.4,450.3,0.0,,2013,11,Nov
-11.74047,-43.86472,367.0,0.5,0.41,2013-11-03,1644,N,VIIRS,h,1,365.8,450.3,0.0,,2013,11,Nov
-11.74422,-43.864090000000004,367.0,0.5,0.41,2013-11-03,1644,N,VIIRS,h,1,350.1,450.3,0.0,,2013,11,Nov
-11.7397,-43.86014,367.0,0.5,0.41,2013-11-03,1644,N,VIIRS,l,1,338.4,353.1,0.0,,2013,11,Nov
-11.74124,-43.86929,347.1,0.5,0.41,2013-11-03,1644,N,VIIRS,n,1,312.9,450.3,0.0,,2013,11,Nov
-11.74345,-43.85951,367.0,0.5,0.41,2013-11-03,1644,N,VIIRS,h,1,356.5,353.1,0.0,,2013,11,Nov
-15.22231,-57.60934,208.0,0.35,0.57,2013-11-08,1650,N,VIIRS,l,1,303.9,399.8,0.0,,2013,11,Nov
-5.60794,-43.85216,367.0,0.51,0.49,2013-11-08,1652,N,VIIRS,h,1,349.1,286.4,0.0,,2013,11,Nov
-5.60337,-43.85285,367.0,0.51,0.49,2013-11-08,1652,N,VIIRS,l,1,292.5,286.4,0.0,,2013,11,Nov
-4.74684,-44.05573,330.0,0.51,0.49,2013-11-08,1652,N,VIIRS,n,1,296.8,362.4,0.0,,2013,11,Nov
-21.67309,-49.6974,342.8,0.53,0.5,2013-11-09,1629,N,VIIRS,n,1,308.3,290.6,0.0,,2013,11,Nov
-3.0238400000000003,-45.34408,342.6,0.39,0.37,2013-11-09,1634,N,VIIRS,n,1,309.1,613.8,0.0,,2013,11,Nov
-19.26773,-57.685759999999995,355.4,0.39,0.36,2013-11-11,1733,N,VIIRS,n,1,298.1,425.5,0.0,,2013,11,Nov
-19.271079999999998,-57.68518,352.2,0.39,0.36,2013-11-11,1733,N,VIIRS,n,1,302.8,425.5,0.0,,2013,11,Nov
-19.27167,-57.68889,367.0,0.39,0.36,2013-11-11,1733,N,VIIRS,h,1,366.9,425.5,0.0,,2013,11,Nov
-19.27225,-57.692609999999995,367.0,0.39,0.36,2013-11-11,1733,N,VIIRS,h,1,358.9,358.4,0.0,,2013,11,Nov
-19.27284,-57.69631999999999,367.0,0.39,0.36,2013-11-11,1733,N,VIIRS,h,1,336.3,358.4,0.0,,2013,11,Nov
-19.26891,-57.69319,367.0,0.39,0.36,2013-11-11,1733,N,VIIRS,h,1,358.8,358.4,0.0,,2013,11,Nov
-19.268320000000003,-57.68946999999999,208.0,0.39,0.36,2013-11-11,1733,N,VIIRS,l,1,322.8,425.5,0.0,,2013,11,Nov
-19.2695,-57.6969,367.0,0.39,0.36,2013-11-11,1733,N,VIIRS,l,1,380.0,358.4,0.0,,2013,11,Nov
-11.962110000000001,-48.83612,350.8,0.51,0.66,2013-11-11,1734,N,VIIRS,n,1,292.2,327.2,0.0,,2013,11,Nov
-5.27589,-39.5389,367.0,0.47,0.4,2013-11-15,1620,N,VIIRS,h,1,357.0,403.0,0.0,,2013,11,Nov
-2.4600299999999997,-49.83616,328.5,0.48,0.48,2013-11-15,1621,N,VIIRS,n,1,288.8,310.6,0.0,,2013,11,Nov
-3.68794,-45.37222,367.0,0.42,0.38,2013-11-15,1621,N,VIIRS,l,1,335.9,351.4,0.0,,2013,11,Nov
-3.38936,-43.01256,367.0,0.55,0.43,2013-11-16,1602,N,VIIRS,h,1,328.3,567.9,0.0,,2013,11,Nov
-3.66428,-43.11642,335.1,0.56,0.43,2013-11-16,1602,N,VIIRS,n,1,299.3,390.6,0.0,,2013,11,Nov
-3.65956,-43.11193,341.0,0.56,0.43,2013-11-16,1602,N,VIIRS,n,1,309.1,390.6,0.0,,2013,11,Nov
-3.66353,-43.11133,367.0,0.56,0.43,2013-11-16,1602,N,VIIRS,h,1,352.9,390.6,0.0,,2013,11,Nov
0.9190200000000001,-50.76733,335.2,0.55,0.43,2013-11-18,1706,N,VIIRS,n,1,297.2,374.1,0.0,,2013,11,Nov
0.9155399999999999,-50.75993,342.5,0.55,0.43,2013-11-18,1706,N,VIIRS,n,1,296.2,284.8,0.0,,2013,11,Nov
0.91481,-50.7649,335.1,0.55,0.43,2013-11-18,1706,N,VIIRS,n,1,299.8,284.8,0.0,,2013,11,Nov
-1.4602899999999999,-53.00954,337.9,0.41,0.37,2013-11-18,1706,N,VIIRS,l,1,310.2,282.2,0.0,,2013,11,Nov
-12.66103,-52.00869,367.0,0.54,0.42,2013-11-19,1644,N,VIIRS,h,1,365.6,1204.2,0.0,,2013,11,Nov
-12.66124,-52.00633,367.0,0.54,0.42,2013-11-19,1644,N,VIIRS,h,1,356.5,715.9,0.0,,2013,11,Nov
-5.35257,-43.123459999999994,367.0,0.45,0.47,2013-11-19,1645,N,VIIRS,h,1,348.2,532.6,0.0,,2013,11,Nov
-3.5187699999999995,-45.685990000000004,367.0,0.39,0.36,2013-11-20,1627,N,VIIRS,h,1,342.4,426.4,0.0,,2013,11,Nov
-2.81048,-45.91438,334.7,0.39,0.36,2013-11-20,1628,N,VIIRS,n,1,301.1,292.8,0.0,,2013,11,Nov
-2.80713,-45.91488,367.0,0.39,0.36,2013-11-20,1628,N,VIIRS,h,1,347.6,292.8,0.0,,2013,11,Nov
-18.82405,-49.6654,367.0,0.63,0.72,2013-11-21,1604,N,VIIRS,h,1,294.5,358.9,0.0,,2013,11,Nov
-2.60268,-45.5059,250.2,0.41,0.45,2013-11-21,1609,N,VIIRS,l,1,308.2,405.5,0.0,,2013,11,Nov
-2.59856,-45.50651,367.0,0.41,0.45,2013-11-21,1609,N,VIIRS,h,1,344.9,405.5,0.0,,2013,11,Nov
-10.106160000000001,-44.07826,367.0,0.43,0.62,2013-11-22,1548,N,VIIRS,h,1,358.8,505.4,0.0,,2013,11,Nov
-10.111930000000001,-44.07748,367.0,0.43,0.62,2013-11-22,1548,N,VIIRS,h,1,361.6,505.4,0.0,,2013,11,Nov
-10.10565,-44.07412,346.9,0.43,0.62,2013-11-22,1548,N,VIIRS,n,1,314.1,505.4,0.0,,2013,11,Nov
-10.111410000000001,-44.07336,367.0,0.43,0.62,2013-11-22,1548,N,VIIRS,h,1,298.7,505.4,0.0,,2013,11,Nov
-5.31428,-40.90807,350.4,0.39,0.44,2013-11-25,1633,N,VIIRS,n,1,323.8,303.4,0.0,,2013,11,Nov
-3.2955300000000003,-43.7395,367.0,0.44,0.38,2013-11-25,1634,N,VIIRS,h,1,342.6,326.3,0.0,,2013,11,Nov
-0.77832,-47.298970000000004,367.0,0.38,0.36,2013-11-25,1635,N,VIIRS,l,1,330.5,320.3,0.0,,2013,11,Nov
-3.61591,-43.02004,367.0,0.4,0.37,2013-11-26,1615,N,VIIRS,h,1,347.1,363.3,0.0,,2013,11,Nov
-3.4639800000000003,-42.867540000000005,347.3,0.4,0.37,2013-11-26,1615,N,VIIRS,n,1,312.2,322.1,0.0,,2013,11,Nov
-3.43866,-43.19806,367.0,0.57,0.43,2013-11-30,1640,N,VIIRS,h,1,343.4,454.8,0.0,,2013,11,Nov
-3.43784,-43.192890000000006,344.8,0.57,0.43,2013-11-30,1640,N,VIIRS,n,1,303.9,454.8,0.0,,2013,11,Nov
-3.04523,-42.89348,354.2,0.4,0.44,2013-11-30,1640,N,VIIRS,n,1,302.5,316.2,0.0,,2013,11,Nov
-3.0493200000000003,-42.89281,367.0,0.4,0.44,2013-11-30,1640,N,VIIRS,l,1,287.7,316.2,0.0,,2013,11,Nov
-3.04582,-42.89711,367.0,0.4,0.44,2013-11-30,1640,N,VIIRS,h,1,338.3,316.2,0.0,,2013,11,Nov
-2.9586099999999997,-44.92823,351.0,0.46,0.39,2013-11-30,1640,N,VIIRS,n,1,303.7,382.0,0.0,,2013,11,Nov
-3.4324,-43.17929,336.5,0.38,0.36,2013-12-01,1621,N,VIIRS,n,1,305.4,300.0,0.0,,2013,12,Dec
-3.4329300000000003,-43.18275,367.0,0.38,0.36,2013-12-01,1621,N,VIIRS,h,1,350.4,300.0,0.0,,2013,12,Dec
-3.42961,-43.18325,353.0,0.38,0.36,2013-12-01,1621,N,VIIRS,n,1,306.2,300.0,0.0,,2013,12,Dec
-3.4916,-43.57247,208.0,0.47,0.64,2013-12-04,1705,N,VIIRS,l,1,305.8,320.0,0.0,,2013,12,Dec
-2.16908,-53.71091,367.0,0.39,0.36,2013-12-04,1706,N,VIIRS,l,1,333.5,349.1,0.0,,2013,12,Dec
-2.42271,-54.000040000000006,337.2,0.39,0.36,2013-12-04,1706,N,VIIRS,l,1,308.7,284.7,0.0,,2013,12,Dec
-4.1416900000000005,-43.84561,343.1,0.43,0.46,2013-12-05,1646,N,VIIRS,n,1,300.2,292.9,0.0,,2013,12,Dec
-2.9877700000000003,-52.62347,367.0,0.45,0.39,2013-12-05,1647,N,VIIRS,l,1,330.2,362.4,0.0,,2013,12,Dec
-2.98838,-52.62753000000001,367.0,0.45,0.39,2013-12-05,1647,N,VIIRS,h,1,358.4,362.4,0.0,,2013,12,Dec
-2.9919599999999997,-52.62698,347.7,0.45,0.39,2013-12-05,1647,N,VIIRS,n,1,301.6,362.4,0.0,,2013,12,Dec
-2.99135,-52.62291,336.3,0.45,0.39,2013-12-05,1647,N,VIIRS,n,1,299.2,362.4,0.0,,2013,12,Dec
-1.38016,-53.53695,367.0,0.48,0.4,2013-12-05,1648,N,VIIRS,h,1,336.4,340.2,0.0,,2013,12,Dec
-4.71065,-40.853609999999996,367.0,0.49,0.41,2013-12-06,1627,N,VIIRS,l,1,328.7,299.5,0.0,,2013,12,Dec
-1.4318600000000001,-47.61141,367.0,0.43,0.38,2013-12-06,1628,N,VIIRS,h,1,344.9,374.1,0.0,,2013,12,Dec
-2.79556,-47.60572,367.0,0.44,0.38,2013-12-06,1628,N,VIIRS,h,1,325.6,682.8,0.0,,2013,12,Dec
-3.02276,-40.37059,367.0,0.38,0.36,2013-12-07,1609,N,VIIRS,h,1,358.8,572.3,0.0,,2013,12,Dec
-3.02223,-40.367129999999996,367.0,0.38,0.36,2013-12-07,1609,N,VIIRS,l,1,380.0,572.3,0.0,,2013,12,Dec
-3.0194400000000003,-40.37109,367.0,0.38,0.36,2013-12-07,1609,N,VIIRS,h,1,329.7,572.3,0.0,,2013,12,Dec
-2.99067,-45.34317,331.0,0.4,0.44,2013-12-07,1609,N,VIIRS,n,1,292.1,290.3,0.0,,2013,12,Dec
-0.9739899999999999,-47.43307,343.5,0.51,0.49,2013-12-07,1610,N,VIIRS,n,1,298.8,295.2,0.0,,2013,12,Dec
1.13319,-59.57479,305.6,0.44,0.38,2013-12-09,1714,N,VIIRS,l,1,310.6,329.2,0.0,,2013,12,Dec
1.13438,-59.566919999999996,367.0,0.44,0.38,2013-12-09,1714,N,VIIRS,l,1,380.0,816.8,0.0,,2013,12,Dec
1.1337899999999999,-59.57085,367.0,0.44,0.38,2013-12-09,1714,N,VIIRS,h,1,358.4,329.2,0.0,,2013,12,Dec
1.13086,-59.566390000000006,367.0,0.44,0.38,2013-12-09,1714,N,VIIRS,h,1,325.1,816.8,0.0,,2013,12,Dec
1.1296700000000002,-59.574259999999995,347.4,0.44,0.38,2013-12-09,1714,N,VIIRS,n,1,294.5,329.2,0.0,,2013,12,Dec
-1.49359,-45.8537,271.4,0.44,0.46,2013-12-10,1654,N,VIIRS,l,1,302.7,511.8,0.0,,2013,12,Dec
-3.02659,-41.33449,367.0,0.39,0.36,2013-12-12,1615,N,VIIRS,h,1,342.7,284.2,0.0,,2013,12,Dec
-3.12221,-53.19234,367.0,0.37,0.58,2013-12-13,1737,N,VIIRS,l,1,287.0,282.2,0.0,,2013,12,Dec
-1.6733900000000002,-46.68225,342.1,0.47,0.4,2013-12-21,1648,N,VIIRS,n,1,313.6,280.4,0.0,,2013,12,Dec
-1.6690599999999998,-46.678540000000005,367.0,0.47,0.4,2013-12-21,1648,N,VIIRS,h,1,362.1,280.4,0.0,,2013,12,Dec
-1.66973,-46.682809999999996,367.0,0.47,0.4,2013-12-21,1648,N,VIIRS,h,1,325.0,280.4,0.0,,2013,12,Dec
-1.8758599999999999,-46.15481,337.2,0.5,0.41,2013-12-21,1648,N,VIIRS,l,1,307.3,422.0,0.0,,2013,12,Dec
-16.60932,-47.07078,367.0,0.52,0.41,2014-01-05,1703,N,VIIRS,h,1,340.1,337.4,0.0,,2014,1,Jan
-5.22665,-35.636390000000006,367.0,0.39,0.36,2014-01-09,1550,N,VIIRS,h,1,345.0,391.4,0.0,,2014,1,Jan
0.80048,-59.848490000000005,367.0,0.4,0.37,2014-01-15,1721,N,VIIRS,h,1,348.8,536.4,0.0,,2014,1,Jan
-22.570870000000003,-42.238170000000004,348.6,0.44,0.38,2014-02-07,1643,N,VIIRS,n,1,301.9,344.5,0.0,,2014,2,Feb
2.47738,-61.79715,367.0,0.48,0.4,2014-03-08,1747,N,VIIRS,l,1,289.1,305.9,0.0,,2014,3,Mar
2.48104,-61.79769,367.0,0.48,0.4,2014-03-08,1747,N,VIIRS,h,1,369.4,305.9,0.0,,2014,3,Mar
2.4803900000000003,-61.80198000000001,367.0,0.48,0.4,2014-03-08,1747,N,VIIRS,h,1,328.4,305.9,0.0,,2014,3,Mar
-30.215529999999998,-51.95203,345.9,0.58,0.52,2014-03-27,1642,N,VIIRS,n,1,308.2,364.4,0.0,,2014,3,Mar
-22.80692,-52.54441,367.0,0.41,0.45,2014-05-03,1652,N,VIIRS,h,1,356.6,431.7,0.0,,2014,5,May
-11.849969999999999,-52.47214,208.0,0.48,0.65,2014-06-11,1624,N,VIIRS,l,1,320.9,301.3,0.0,,2014,6,Jun
-11.84943,-52.4677,367.0,0.48,0.65,2014-06-11,1624,N,VIIRS,h,1,297.7,301.3,0.0,,2014,6,Jun
-11.857619999999999,-52.467769999999994,367.0,0.48,0.65,2014-06-11,1624,N,VIIRS,h,1,297.2,349.3,0.0,,2014,6,Jun
-11.856,-52.47144,367.0,0.48,0.65,2014-06-11,1624,N,VIIRS,h,1,345.9,301.3,0.0,,2014,6,Jun
-11.85545,-52.46696,367.0,0.48,0.65,2014-06-11,1624,N,VIIRS,h,1,295.5,301.3,0.0,,2014,6,Jun
-11.858139999999999,-52.472280000000005,367.0,0.48,0.65,2014-06-11,1624,N,VIIRS,h,1,347.8,349.3,0.0,,2014,6,Jun
-13.298379999999998,-53.053340000000006,367.0,0.39,0.36,2014-06-14,1708,N,VIIRS,h,1,329.2,523.9,0.0,,2014,6,Jun
-13.30173,-53.05283000000001,367.0,0.39,0.36,2014-06-14,1708,N,VIIRS,h,1,375.0,523.9,0.0,,2014,6,Jun
-13.30119,-53.04922,367.0,0.39,0.36,2014-06-14,1708,N,VIIRS,l,1,380.0,523.9,0.0,,2014,6,Jun
-10.630410000000001,-45.484770000000005,367.0,0.43,0.38,2014-06-15,1649,N,VIIRS,l,1,325.1,328.4,0.0,,2014,6,Jun
-10.629769999999999,-45.48079,367.0,0.44,0.38,2014-06-15,1649,N,VIIRS,h,1,347.3,328.4,0.0,,2014,6,Jun
-10.62689,-45.48535,367.0,0.43,0.38,2014-06-15,1649,N,VIIRS,h,1,360.4,328.4,0.0,,2014,6,Jun
-10.62625,-45.48137,367.0,0.44,0.38,2014-06-15,1649,N,VIIRS,l,1,380.0,328.4,0.0,,2014,6,Jun
-12.004669999999999,-54.828559999999996,208.0,0.43,0.62,2014-06-21,1637,N,VIIRS,l,1,319.3,739.4,0.0,,2014,6,Jun
-11.99894,-54.829269999999994,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,l,1,380.0,739.4,0.0,,2014,6,Jun
-11.99845,-54.82526,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,l,1,380.0,739.4,0.0,,2014,6,Jun
-11.999419999999999,-54.833259999999996,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,h,1,351.4,391.1,0.0,,2014,6,Jun
-12.00565,-54.836580000000005,208.0,0.43,0.62,2014-06-21,1637,N,VIIRS,l,1,306.3,391.1,0.0,,2014,6,Jun
-12.00516,-54.83257,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,h,1,335.7,391.1,0.0,,2014,6,Jun
-11.99796,-54.82124,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,h,1,332.7,333.3,0.0,,2014,6,Jun
-12.0037,-54.82054,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,h,1,349.5,333.3,0.0,,2014,6,Jun
-12.003210000000001,-54.81654,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,h,1,299.7,333.3,0.0,,2014,6,Jun
-12.00419,-54.82455,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,h,1,330.0,739.4,0.0,,2014,6,Jun
-11.99748,-54.81721999999999,367.0,0.43,0.62,2014-06-21,1637,N,VIIRS,h,1,297.9,333.3,0.0,,2014,6,Jun
-11.9999,-54.83727,208.0,0.43,0.62,2014-06-21,1637,N,VIIRS,l,1,304.6,391.1,0.0,,2014,6,Jun
-11.87072,-56.45672,347.2,0.5,0.41,2014-06-30,1709,N,VIIRS,n,1,300.8,294.1,0.0,,2014,6,Jun
-12.0719,-57.18618000000001,367.0,0.47,0.47,2014-07-03,1753,N,VIIRS,h,1,351.9,368.9,0.0,,2014,7,Jul
-12.48137,-52.111979999999996,367.0,0.41,0.37,2014-07-05,1715,N,VIIRS,h,1,365.8,340.7,0.0,,2014,7,Jul
-12.47795,-52.11254,367.0,0.41,0.37,2014-07-05,1715,N,VIIRS,l,1,380.0,340.7,0.0,,2014,7,Jul
-12.48197,-52.11574,349.7,0.41,0.37,2014-07-05,1715,N,VIIRS,n,1,303.6,340.7,0.0,,2014,7,Jul
-5.63451,-43.79973,355.3,0.52,0.5,2014-07-06,1657,N,VIIRS,n,1,305.9,369.0,0.0,,2014,7,Jul
-5.70411,-45.07563,367.0,0.5,0.41,2014-07-08,1620,N,VIIRS,h,1,329.7,385.8,0.0,,2014,7,Jul
-5.70787,-45.07505,367.0,0.5,0.41,2014-07-08,1620,N,VIIRS,h,1,336.4,385.8,0.0,,2014,7,Jul
-5.70345,-45.071090000000005,367.0,0.5,0.41,2014-07-08,1620,N,VIIRS,h,1,344.3,465.9,0.0,,2014,7,Jul
-5.70721,-45.0705,367.0,0.5,0.41,2014-07-08,1620,N,VIIRS,l,1,328.5,465.9,0.0,,2014,7,Jul
-21.127879999999998,-50.53113,367.0,0.52,0.42,2014-07-15,1725,N,VIIRS,h,1,352.9,311.0,0.0,,2014,7,Jul
-19.037679999999998,-53.43565,367.0,0.6,0.71,2014-07-18,1810,N,VIIRS,h,1,308.2,291.1,0.0,,2014,7,Jul
-11.809239999999999,-51.733909999999995,367.0,0.7,0.75,2014-07-19,1613,N,VIIRS,h,1,291.6,328.4,0.0,,2014,7,Jul
-11.81546,-51.72636,367.0,0.7,0.75,2014-07-19,1613,N,VIIRS,h,1,299.5,328.4,0.0,,2014,7,Jul
-11.8147,-51.69484,312.8,0.43,0.38,2014-07-22,1657,N,VIIRS,l,1,321.8,285.7,0.0,,2014,7,Jul
-6.30997,-44.53089,349.8,0.45,0.47,2014-07-22,1658,N,VIIRS,n,1,307.3,334.0,0.0,,2014,7,Jul
-6.30564,-44.53165,367.0,0.45,0.47,2014-07-22,1658,N,VIIRS,h,1,367.2,334.0,0.0,,2014,7,Jul
-15.6243,-54.204480000000004,367.0,0.43,0.62,2014-07-23,1637,N,VIIRS,l,1,285.0,471.8,0.0,,2014,7,Jul
-7.37627,-43.84345,367.0,0.41,0.37,2014-07-23,1639,N,VIIRS,h,1,355.6,307.3,0.0,,2014,7,Jul
-12.9422,-44.281490000000005,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,778.5,0.0,,2014,7,Jul
-12.94947,-44.2886,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1317.1,0.0,,2014,7,Jul
-12.94865,-44.28152,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1804.8,0.0,,2014,7,Jul
-12.94783,-44.274440000000006,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1177.1,0.0,,2014,7,Jul
-12.93633,-44.27856,351.3,0.38,0.58,2014-07-25,1600,N,VIIRS,n,1,295.0,778.5,0.0,,2014,7,Jul
-12.9372,-44.28564,348.0,0.38,0.58,2014-07-25,1600,N,VIIRS,n,1,294.4,626.7,0.0,,2014,7,Jul
-12.93763,-44.28917,347.9,0.38,0.58,2014-07-25,1600,N,VIIRS,n,1,294.3,626.7,0.0,,2014,7,Jul
-12.94307,-44.28857,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,378.7,626.7,0.0,,2014,7,Jul
-12.94742,-44.27091,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1177.1,0.0,,2014,7,Jul
-12.9507,-44.299240000000005,367.0,0.38,0.59,2014-07-25,1600,N,VIIRS,h,1,328.1,316.3,0.0,,2014,7,Jul
-12.950289999999999,-44.29568,367.0,0.38,0.59,2014-07-25,1600,N,VIIRS,h,1,341.1,685.6,0.0,,2014,7,Jul
-12.94763,-44.28082,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1057.5,0.0,,2014,7,Jul
-12.94566,-44.30343,367.0,0.38,0.59,2014-07-25,1600,N,VIIRS,h,1,339.9,316.3,0.0,,2014,7,Jul
-12.94239,-44.27511,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1177.1,0.0,,2014,7,Jul
-12.9428,-44.27867,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1804.8,0.0,,2014,7,Jul
-12.94321,-44.28222,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1804.8,0.0,,2014,7,Jul
-12.9535,-44.28362,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,296.7,782.0,0.0,,2014,7,Jul
-12.94363,-44.28577,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1317.1,0.0,,2014,7,Jul
-12.95262,-44.27657,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,301.7,1057.5,0.0,,2014,7,Jul
-12.95219,-44.27304,355.7,0.38,0.58,2014-07-25,1600,N,VIIRS,n,1,305.1,1006.2,0.0,,2014,7,Jul
-12.95306,-44.28009,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,297.7,1057.5,0.0,,2014,7,Jul
-12.954369999999999,-44.2907,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,294.5,392.1,0.0,,2014,7,Jul
-12.95393,-44.28715,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,295.5,782.0,0.0,,2014,7,Jul
-12.94824,-44.27798,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1804.8,0.0,,2014,7,Jul
-12.94394,-44.2956,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,359.1,389.5,0.0,,2014,7,Jul
-12.9472,-44.27729,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,l,1,380.0,1057.5,0.0,,2014,7,Jul
-12.94938,-44.29495,367.0,0.38,0.58,2014-07-25,1600,N,VIIRS,h,1,351.7,392.1,0.0,,2014,7,Jul
-12.94444,-44.292840000000005,367.0,0.38,0.59,2014-07-25,1600,N,VIIRS,l,1,380.0,685.6,0.0,,2014,7,Jul
-12.94485,-44.29636,367.0,0.38,0.59,2014-07-25,1600,N,VIIRS,h,1,359.5,685.6,0.0,,2014,7,Jul
-12.95111,-44.3028,208.0,0.38,0.59,2014-07-25,1600,N,VIIRS,l,1,312.4,316.3,0.0,,2014,7,Jul
-12.94988,-44.29214,367.0,0.38,0.59,2014-07-25,1600,N,VIIRS,h,1,357.5,685.6,0.0,,2014,7,Jul
